#,Name,NameYear,Season,Team,Position,Snaps,Overall,Rush,Cov.,Run,Pen.,# of Pen,QB Sk,QB Ht,QB Hu,Tks,Ass,MT,St,TA,Rec,% Ct,Yds,Avg,YAC,LG,TD,In,PD,NFL Rating
140.0, Sterling Moore, Sterling Moore2012,2012.0,DAL,CB,102.0,-1.6,0.0,-1.5,-0.5,0.4,0-0,0.0,0.0,0.0,9.0,0.0,0.0,2.0,11.0,9.0,81.8,163.0,18.1,67.0,44.0,0.0,0.0,1.0,118.8
140.0, Isaiah Trufant, Isaiah Trufant2012,2012.0,NYJ,CB,121.0,-1.6,0.0,-0.3,-1.7,0.4,0-0,0.0,1.0,1.0,9.0,0.0,0.0,4.0,12.0,8.0,66.7,68.0,8.5,56.0,21.0,1.0,0.0,1.0,109.0
143.0, Omar Bolden, Omar Bolden2012,2012.0,DEN,CB,81.0,-1.7,-0.1,-1.9,0.0,0.3,0-0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,11.0,7.0,63.6,93.0,13.3,32.0,34.0,1.0,0.0,1.0,120.6
143.0, Josh Thomas, Josh Thomas2012,2012.0,CAR,CB,530.0,-1.7,0.0,-1.2,1.2,-1.7,36617.0,0.0,0.0,0.0,26.0,3.0,2.0,11.0,51.0,32.0,62.7,424.0,13.3,157.0,46.0,2.0,0.0,6.0,102.1
145.0, Eric Wright, Eric Wright2012,2012.0,TB,CB,518.0,-1.8,-0.6,-0.9,-0.6,0.3,36557.0,0.0,0.0,0.0,34.0,4.0,9.0,8.0,56.0,35.0,62.5,510.0,14.6,158.0,49.0,2.0,1.0,6.0,96.6
145.0, Ras-I Dowling, Ras-I Dowling2012,2012.0,NE,CB,83.0,-1.8,0.0,0.9,0.0,-2.7,41334.0,0.0,0.0,0.0,5.0,1.0,2.0,3.0,9.0,7.0,77.8,49.0,7.0,34.0,17.0,0.0,0.0,1.0,89.4
147.0, Chris Johnson, Chris Johnson2012,2012.0,BLT,CB,82.0,-1.9,0.0,-1.4,0.1,-0.6,36526.0,0.0,0.0,0.0,7.0,0.0,0.0,3.0,14.0,5.0,35.7,40.0,8.0,9.0,13.0,1.0,0.0,0.0,68.2
148.0, Jamell Fleming, Jamell Fleming2012,2012.0,ARZ,CB,277.0,-2.1,0.0,-2.4,-1.1,1.4,0-0,0.0,0.0,0.0,21.0,3.0,2.0,1.0,31.0,21.0,67.7,248.0,11.8,82.0,47.0,2.0,0.0,1.0,113.4
148.0, Nolan Carroll, Nolan Carroll2012,2012.0,MIA,CB,653.0,-2.1,1.5,0.4,-1.1,-2.9,36678.0,1.0,0.0,1.0,46.0,4.0,4.0,10.0,72.0,41.0,56.9,497.0,12.1,103.0,36.0,2.0,0.0,6.0,87.6
148.0, Tracy Porter, Tracy Porter2012,2012.0,DEN,CB,316.0,-2.1,-0.3,-3.1,-0.2,1.5,0-0,0.0,0.0,0.0,14.0,2.0,8.0,5.0,34.0,21.0,61.8,305.0,14.5,97.0,52.0,3.0,1.0,5.0,108.1
151.0, Cary Williams, Cary Williams2012,2012.0,BLT,CB,1101.0,-2.2,-0.2,-2.0,0.3,-0.3,41426.0,1.0,0.0,0.0,72.0,4.0,3.0,12.0,102.0,67.0,65.7,938.0,14.0,238.0,59.0,6.0,4.0,11.0,98.4
151.0, Trevin Wade, Trevin Wade2012,2012.0,CLV,CB,201.0,-2.2,0.3,-1.9,-0.3,-0.3,36526.0,0.0,0.0,0.0,9.0,2.0,0.0,2.0,10.0,6.0,60.0,115.0,19.2,55.0,50.0,2.0,0.0,0.0,139.6
153.0, Jacques Reeves, Jacques Reeves2012,2012.0,KC,CB,56.0,-2.4,0.0,-2.8,0.1,0.3,0-0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,6.0,5.0,83.3,67.0,13.4,13.0,26.0,1.0,0.0,0.0,152.8
153.0, DeAngelo Hall, DeAngelo Hall2012,2012.0,WAS,CB,1084.0,-2.4,1.2,-4.2,2.8,-2.2,36708.0,1.0,1.0,11.0,77.0,10.0,13.0,25.0,112.0,75.0,67.0,1045.0,13.9,374.0,54.0,3.0,4.0,9.0,90.8
155.0, Derek Cox, Derek Cox2012,2012.0,JAX,CB,776.0,-2.5,0.0,1.2,-0.1,-3.6,41457.0,0.0,0.0,0.0,59.0,4.0,15.0,17.0,89.0,54.0,60.7,670.0,12.4,202.0,38.0,1.0,4.0,6.0,69.0
156.0, Chykie Brown, Chykie Brown2012,2012.0,BLT,CB,247.0,-2.6,-0.5,-2.3,0.2,0.0,36526.0,0.0,0.0,0.0,14.0,2.0,1.0,6.0,26.0,15.0,57.7,180.0,12.0,41.0,44.0,1.0,0.0,4.0,91.8
157.0, Richard Marshall, Richard Marshall2012,2012.0,MIA,CB,241.0,-2.7,-0.2,2.0,-1.1,-3.4,41365.0,0.0,0.0,1.0,15.0,1.0,2.0,4.0,23.0,14.0,60.9,207.0,14.8,69.0,46.0,2.0,1.0,3.0,101.2
158.0, Michael Coe, Michael Coe2012,2012.0,DAL,CB,27.0,-2.8,-0.2,-2.7,0.0,0.1,0-0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,2.0,66.7,27.0,13.5,23.0,14.0,0.0,0.0,0.0,95.1
159.0, Kelvin Hayden, Kelvin Hayden2012,2012.0,CHI,CB,472.0,-2.9,-1.1,-4.1,0.2,2.1,0-0,0.0,0.0,0.0,30.0,6.0,7.0,8.0,54.0,32.0,59.3,401.0,12.5,137.0,57.0,3.0,1.0,2.0,93.2
160.0, Kyle Wilson, Kyle Wilson2012,2012.0,NYJ,CB,966.0,-3.0,-0.3,-0.9,-1.0,-0.8,36647.0,0.0,0.0,0.0,49.0,2.0,5.0,16.0,84.0,46.0,54.8,558.0,12.1,181.0,38.0,2.0,1.0,3.0,78.4
160.0, Josh Victorian, Josh Victorian2012,2012.0,PIT,CB,140.0,-3.0,-0.1,-1.7,-0.8,-0.4,36526.0,0.0,0.0,0.0,9.0,0.0,5.0,0.0,17.0,11.0,64.7,131.0,11.9,36.0,19.0,1.0,0.0,4.0,107.7
160.0, Justin King, Justin King2012,2012.0,IND,CB,70.0,-3.0,-0.2,1.0,-0.5,-3.3,41334.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,10.0,6.0,60.0,71.0,11.8,20.0,25.0,0.0,0.0,3.0,81.7
163.0, Sean Smith, Sean Smith2012,2012.0,MIA,CB,1068.0,-3.1,-0.3,0.7,-1.5,-2.0,36708.0,0.0,0.0,0.0,60.0,2.0,4.0,10.0,113.0,62.0,54.9,732.0,11.8,188.0,31.0,6.0,2.0,8.0,85.1
163.0, Vontae Davis, Vontae Davis2012,2012.0,IND,CB,606.0,-3.1,0.3,5.7,-5.3,-3.8,41488.0,1.0,0.0,0.0,44.0,2.0,8.0,19.0,58.0,41.0,70.7,513.0,12.5,130.0,52.0,3.0,3.0,4.0,93.5
165.0, Justin Tryon, Justin Tryon2012,2012.0,NYG,CB,52.0,-3.3,0.0,-3.0,0.1,-0.4,36526.0,0.0,0.0,0.0,4.0,2.0,1.0,0.0,8.0,6.0,75.0,131.0,21.8,29.0,41.0,2.0,0.0,0.0,156.3
165.0, D.J. Johnson, D.J. Johnson2012,2012.0,WAS,CB,65.0,-3.3,0.0,-2.5,-1.0,0.2,0-0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,4.0,4.0,100.0,117.0,29.3,40.0,69.0,2.0,0.0,0.0,158.3
167.0, Brandon Harris, Brandon Harris2012,2012.0,HST,CB,177.0,-3.4,0.2,0.0,0.6,-4.2,36647.0,0.0,0.0,1.0,11.0,1.0,1.0,4.0,20.0,10.0,50.0,228.0,22.8,107.0,63.0,1.0,0.0,4.0,107.9
168.0, A.J. Jefferson, A.J. Jefferson2012,2012.0,MIN,CB,599.0,-3.5,-0.2,-3.7,2.2,-1.8,41426.0,0.0,0.0,0.0,36.0,1.0,3.0,5.0,48.0,32.0,66.7,447.0,14.0,99.0,39.0,4.0,0.0,3.0,124.2
169.0, Danny Gorrer, Danny Gorrer2012,2012.0,TB,CB,187.0,-3.6,0.0,-3.7,0.2,-0.1,36526.0,0.0,0.0,0.0,7.0,2.0,3.0,0.0,19.0,10.0,52.6,159.0,15.9,68.0,39.0,0.0,1.0,1.0,58.9
169.0, Rashean Mathis, Rashean Mathis2012,2012.0,JAX,CB,486.0,-3.6,0.0,-1.2,0.3,-2.7,41395.0,0.0,0.0,0.0,20.0,2.0,3.0,4.0,41.0,25.0,61.0,412.0,16.5,99.0,59.0,2.0,0.0,5.0,111.0
171.0, Buster Skrine, Buster Skrine2012,2012.0,CLV,CB,745.0,-3.9,-0.6,-0.2,1.6,-4.7,41519.0,0.0,1.0,0.0,71.0,2.0,11.0,22.0,93.0,68.0,73.1,751.0,11.0,255.0,64.0,5.0,0.0,10.0,114.6
171.0, Terrence McGee, Terrence McGee2012,2012.0,BUF,CB,145.0,-3.9,0.0,-3.4,-1.3,0.8,0-0,0.0,0.0,0.0,5.0,2.0,2.0,0.0,16.0,11.0,68.8,155.0,14.1,47.0,28.0,0.0,0.0,1.0,99.7
173.0, Ron Brooks, Ron Brooks2012,2012.0,BUF,CB,162.0,-4.0,-0.1,1.3,-2.8,-2.4,36586.0,0.0,0.0,0.0,11.0,1.0,4.0,2.0,26.0,13.0,50.0,147.0,11.3,19.0,24.0,3.0,0.0,4.0,105.8
174.0, Stephon Gilmore, Stephon Gilmore2012,2012.0,BUF,CB,1082.0,-4.3,0.0,3.7,-1.8,-6.2,13-1,0.0,0.0,0.0,62.0,3.0,4.0,11.0,87.0,49.0,56.3,736.0,15.0,244.0,41.0,3.0,1.0,8.0,91.0
175.0, Coty Sensabaugh, Coty Sensabaugh2012,2012.0,TEN,CB,319.0,-4.4,-0.1,-2.5,-1.1,-0.7,41334.0,0.0,0.0,0.0,26.0,3.0,2.0,4.0,35.0,25.0,71.4,270.0,10.8,135.0,36.0,2.0,0.0,2.0,112.8
175.0, Jerraud Powers, Jerraud Powers2012,2012.0,IND,CB,514.0,-4.4,0.0,-2.8,-2.9,1.3,36526.0,0.0,0.0,0.0,37.0,3.0,11.0,12.0,60.0,39.0,65.0,482.0,12.4,144.0,35.0,4.0,1.0,8.0,105.0
177.0, William Middleton, William Middleton2012,2012.0,JAX,CB,199.0,-4.5,0.0,-0.3,-3.1,-1.1,36586.0,0.0,0.0,0.0,12.0,0.0,4.0,3.0,15.0,8.0,53.3,105.0,13.1,28.0,32.0,0.0,0.0,1.0,75.7
177.0, Morris Claiborne, Morris Claiborne2012,2012.0,DAL,CB,909.0,-4.5,-0.3,2.7,-4.6,-2.3,41488.0,0.0,0.0,0.0,52.0,5.0,7.0,10.0,69.0,48.0,69.6,571.0,11.9,226.0,38.0,4.0,1.0,7.0,107.8
179.0, Ronald Bartell, Ronald Bartell2012,2012.0,OAK,CB,356.0,-4.6,0.3,-4.3,-1.3,0.7,36526.0,0.0,1.0,0.0,16.0,0.0,2.0,2.0,28.0,18.0,64.3,295.0,16.4,84.0,46.0,4.0,0.0,4.0,139.1
180.0, R.J. Stanford, R.J. Stanford2012,2012.0,MIA,CB,147.0,-4.9,-0.3,-5.4,0.2,0.6,0-0,0.0,0.0,0.0,12.0,5.0,3.0,3.0,16.0,14.0,87.5,177.0,12.6,55.0,32.0,0.0,0.0,0.0,112.8
181.0, Jarrett Bush, Jarrett Bush2012,2012.0,GB,CB,85.0,-5.1,-0.7,-2.3,-1.4,-0.7,36526.0,0.0,0.0,1.0,4.0,0.0,2.0,1.0,10.0,7.0,70.0,98.0,14.0,27.0,30.0,2.0,0.0,0.0,140.8
181.0, Drayton Florence, Drayton Florence2012,2012.0,DET,CB,310.0,-5.1,-0.1,-2.8,-1.6,-0.6,36557.0,0.0,0.0,0.0,16.0,1.0,8.0,6.0,38.0,24.0,63.2,336.0,14.0,145.0,60.0,2.0,1.0,5.0,98.1
183.0, Marcus Gilchrist, Marcus Gilchrist2012,2012.0,SD,CB,640.0,-5.2,-0.1,-7.8,2.1,0.6,41306.0,1.0,2.0,6.0,49.0,4.0,8.0,16.0,55.0,46.0,83.6,465.0,10.1,208.0,54.0,4.0,0.0,2.0,126.1
184.0, Curtis Brown, Curtis Brown2012,2012.0,PIT,CB,83.0,-5.3,0.0,-5.7,0.0,0.4,41275.0,0.0,0.0,0.0,9.0,1.0,2.0,1.0,15.0,11.0,73.3,126.0,11.5,40.0,39.0,1.0,0.0,0.0,120.4
185.0, Perrish Cox, Perrish Cox2012,2012.0,SF,CB,168.0,-5.6,-1.8,-3.1,0.0,-0.7,36526.0,0.0,1.0,0.0,12.0,0.0,3.0,7.0,18.0,15.0,83.3,159.0,10.6,108.0,36.0,0.0,0.0,1.0,103.5
185.0, Cortland Finnegan, Cortland Finnegan2012,2012.0,SL,CB,1031.0,-5.6,-1.8,-2.0,-4.5,2.7,36557.0,1.0,0.0,5.0,91.0,11.0,12.0,30.0,105.0,77.0,73.3,747.0,9.7,370.0,34.0,0.0,3.0,3.0,80.9
187.0, Stanford Routt, Stanford Routt2012,2012.0,KC,CB,409.0,-5.7,0.0,-1.2,-2.5,-2.0,41365.0,0.0,0.0,0.0,23.0,1.0,2.0,4.0,39.0,25.0,64.1,469.0,18.8,245.0,62.0,3.0,2.0,2.0,109.9
188.0, Mike Harris, Mike Harris2012,2012.0,JAX,CB,538.0,-6.1,0.6,-1.8,-4.3,-0.6,36586.0,1.0,1.0,3.0,42.0,9.0,5.0,13.0,41.0,27.0,65.9,263.0,9.7,127.0,42.0,1.0,1.0,5.0,81.7
188.0, Marcus Sherels, Marcus Sherels2012,2012.0,MIN,CB,78.0,-6.1,0.0,-6.4,0.0,0.3,0-0,0.0,0.0,2.0,5.0,0.0,1.0,1.0,15.0,13.0,86.7,205.0,15.8,140.0,73.0,0.0,0.0,0.0,118.8
190.0, Aaron Ross, Aaron Ross2012,2012.0,JAX,CB,682.0,-6.2,-0.1,-4.5,-0.1,-1.5,41365.0,0.0,0.0,2.0,41.0,7.0,4.0,11.0,59.0,40.0,67.8,480.0,12.0,239.0,48.0,3.0,0.0,3.0,109.4
190.0, Patrick Robinson, Patrick Robinson2012,2012.0,NO,CB,1115.0,-6.2,0.7,-5.9,0.6,-1.6,41489.0,1.0,0.0,2.0,60.0,6.0,9.0,17.0,109.0,61.0,56.0,1071.0,17.6,439.0,95.0,9.0,3.0,14.0,105.7
192.0, Nate Clements, Nate Clements2012,2012.0,CIN,CB,330.0,-6.6,0.0,-1.8,-4.3,-0.5,36557.0,0.0,1.0,0.0,23.0,2.0,5.0,4.0,20.0,13.0,65.0,113.0,8.7,31.0,20.0,0.0,0.0,3.0,79.8
192.0, Aaron Williams, Aaron Williams2012,2012.0,BUF,CB,563.0,-6.6,0.0,-3.5,-2.6,-0.5,36586.0,0.0,0.0,0.0,24.0,4.0,4.0,6.0,43.0,24.0,55.8,341.0,14.2,59.0,43.0,5.0,0.0,4.0,120.4
194.0, Aqib Talib, Aqib Talib2012,2012.0,NE,CB,308.0,-6.8,0.0,-5.4,-0.3,-1.1,41334.0,0.0,0.0,0.0,18.0,0.0,3.0,0.0,33.0,22.0,66.7,305.0,13.9,102.0,43.0,2.0,1.0,1.0,103.7
195.0, Mike Jenkins, Mike Jenkins2012,2012.0,DAL,CB,374.0,-6.9,-0.1,-5.0,-2.3,0.5,36526.0,0.0,0.0,1.0,13.0,2.0,7.0,4.0,27.0,17.0,63.0,225.0,13.2,119.0,56.0,1.0,0.0,3.0,101.6
195.0, Josh Norman, Josh Norman2012,2012.0,CAR,CB,788.0,-6.9,-0.1,-7.4,0.0,0.6,36586.0,0.0,0.0,0.0,58.0,10.0,12.0,13.0,80.0,54.0,67.5,670.0,12.4,121.0,34.0,2.0,1.0,6.0,96.4
197.0, Ryan Mouton, Ryan Mouton2012,2012.0,TEN,CB,392.0,-7.0,-0.3,-6.0,-0.9,0.2,36557.0,0.0,0.0,0.0,36.0,4.0,2.0,10.0,48.0,36.0,75.0,315.0,8.8,146.0,22.0,2.0,0.0,2.0,105.8
197.0, Brandon McDonald, Brandon McDonald2012,2012.0,TB,CB,219.0,-7.0,-0.3,-5.5,-1.3,0.1,41275.0,0.0,0.0,0.0,17.0,4.0,6.0,5.0,24.0,19.0,79.2,247.0,13.0,90.0,40.0,1.0,1.0,0.0,106.1
197.0, Ellis Lankster, Ellis Lankster2012,2012.0,NYJ,CB,335.0,-7.0,1.8,-2.3,-3.9,-2.6,41366.0,1.0,1.0,2.0,24.0,2.0,4.0,8.0,43.0,24.0,55.8,265.0,11.0,91.0,31.0,3.0,2.0,2.0,78.1
200.0, Dominique Rodgers-Cromartie, Dominique Rodgers-Cromartie2012,2012.0,PHI,CB,1020.0,-7.1,0.0,2.9,-4.6,-5.4,41583.0,0.0,0.0,0.0,51.0,4.0,11.0,11.0,81.0,46.0,56.8,645.0,14.0,195.0,55.0,5.0,3.0,13.0,87.7
201.0, Dwight Bentley, Dwight Bentley2012,2012.0,DET,CB,177.0,-7.4,0.0,-2.7,-1.6,-3.1,41395.0,0.0,0.0,0.0,16.0,0.0,5.0,3.0,20.0,17.0,85.0,165.0,9.7,52.0,27.0,0.0,0.0,0.0,101.0
201.0, Jimmy Wilson, Jimmy Wilson2012,2012.0,MIA,CB,605.0,-7.4,-2.3,-4.1,-2.2,1.2,36557.0,2.0,1.0,2.0,32.0,5.0,5.0,14.0,64.0,42.0,65.6,498.0,11.9,287.0,38.0,2.0,0.0,3.0,99.6
203.0, Corey White, Corey White2012,2012.0,NO,CB,529.0,-7.6,2.0,-6.2,-5.8,2.4,0-0,1.0,3.0,4.0,28.0,3.0,8.0,9.0,45.0,35.0,77.8,422.0,12.1,203.0,66.0,3.0,1.0,2.0,118.7
204.0, Janoris Jenkins, Janoris Jenkins2012,2012.0,SL,CB,982.0,-7.9,0.7,-11.0,-1.1,3.5,36557.0,0.0,1.0,2.0,71.0,6.0,18.0,17.0,107.0,66.0,61.7,715.0,10.8,243.0,68.0,5.0,4.0,10.0,81.3
204.0, Nnamdi Asomugha, Nnamdi Asomugha2012,2012.0,PHI,CB,1012.0,-7.9,-0.2,-7.3,1.9,-2.3,41456.0,0.0,0.0,0.0,50.0,7.0,7.0,18.0,66.0,44.0,66.7,698.0,15.9,305.0,63.0,5.0,1.0,9.0,120.6
206.0, Johnny Patrick, Johnny Patrick2012,2012.0,NO,CB,218.0,-8.2,-0.7,-8.4,1.6,-0.7,36557.0,0.0,0.0,0.0,22.0,1.0,4.0,3.0,35.0,24.0,68.6,339.0,14.1,92.0,34.0,5.0,0.0,1.0,139.2
207.0, Jalil Brown, Jalil Brown2012,2012.0,KC,CB,371.0,-8.3,0.0,-5.2,-1.7,-1.4,36586.0,0.0,0.0,0.0,20.0,0.0,3.0,5.0,38.0,21.0,55.3,322.0,15.3,110.0,30.0,3.0,0.0,2.0,109.8
208.0, Brice McCain, Brice McCain2012,2012.0,HST,CB,461.0,-9.1,0.3,-8.0,-0.5,-0.9,41334.0,1.0,1.0,1.0,17.0,1.0,5.0,5.0,55.0,31.0,56.4,479.0,15.5,215.0,81.0,3.0,1.0,4.0,95.9
209.0, Justin Rogers, Justin Rogers2012,2012.0,BUF,CB,547.0,-9.9,-0.5,-10.5,0.7,0.4,36557.0,0.0,0.0,0.0,31.0,3.0,4.0,8.0,62.0,41.0,66.1,477.0,11.6,264.0,41.0,2.0,1.0,4.0,93.3
209.0, William Gay, William Gay2012,2012.0,ARZ,CB,1034.0,-9.9,0.5,-9.8,0.3,-0.9,41428.0,1.0,0.0,3.0,42.0,8.0,12.0,12.0,88.0,52.0,59.1,726.0,14.0,300.0,67.0,1.0,2.0,3.0,80.0
211.0, Quentin Jammer, Quentin Jammer2012,2012.0,SD,CB,1016.0,-10.0,-0.1,-6.8,0.8,-3.9,36770.0,0.0,0.0,0.0,58.0,5.0,5.0,18.0,104.0,59.0,56.7,783.0,13.3,212.0,55.0,8.0,3.0,6.0,94.4
212.0, Antoine Cason, Antoine Cason2012,2012.0,SD,CB,1050.0,-10.3,0.3,-7.6,-1.6,-1.4,41457.0,0.0,0.0,1.0,61.0,8.0,6.0,11.0,97.0,65.0,67.0,732.0,11.3,259.0,30.0,5.0,2.0,6.0,98.0
212.0, Josh Robinson, Josh Robinson2012,2012.0,MIN,CB,651.0,-10.3,-0.1,-12.6,1.4,1.0,36586.0,0.0,0.0,0.0,49.0,4.0,8.0,14.0,73.0,53.0,72.6,489.0,9.2,101.0,30.0,6.0,2.0,1.0,106.5
214.0, Corey Webster, Corey Webster2012,2012.0,NYG,CB,1042.0,-11.3,0.0,-10.9,-0.1,-0.3,41427.0,0.0,0.0,0.0,51.0,4.0,6.0,9.0,96.0,59.0,61.5,988.0,16.7,330.0,61.0,8.0,4.0,7.0,106.6
215.0, Jayron Hosley, Jayron Hosley2012,2012.0,NYG,CB,465.0,-12.1,0.5,-9.9,-1.3,-1.4,41365.0,0.0,1.0,1.0,28.0,4.0,7.0,10.0,47.0,33.0,70.2,467.0,14.2,186.0,40.0,4.0,1.0,2.0,121.5
216.0, Jimmy Smith, Jimmy Smith2012,2012.0,BLT,CB,474.0,-12.8,0.0,-6.0,-2.0,-4.8,41456.0,0.0,0.0,0.0,31.0,0.0,8.0,7.0,39.0,27.0,69.2,320.0,11.9,40.0,49.0,0.0,0.0,1.0,94.0
217.0, Cassius Vaughn, Cassius Vaughn2012,2012.0,IND,CB,840.0,-13.1,0.0,-3.6,-4.4,-5.1,41518.0,0.0,0.0,0.0,66.0,2.0,5.0,14.0,106.0,66.0,62.3,794.0,12.0,289.0,57.0,5.0,1.0,7.0,97.0
1.0, Eric Weddle, Eric Weddle2012,2012.0,SD,S,1062.0,27.7,1.7,14.9,9.5,1.6,0-0,1.0,2.0,3.0,89.0,12.0,9.0,37.0,34.0,21.0,61.8,146.0,7.0,82.0,31.0,2.0,3.0,2.0,54.3
2.0, Jairus Byrd, Jairus Byrd2012,2012.0,BUF,S,1047.0,23.8,-0.5,20.0,3.7,0.6,36526.0,0.0,0.0,1.0,60.0,15.0,4.0,24.0,21.0,16.0,76.2,156.0,9.8,76.0,36.0,0.0,5.0,1.0,56.9
3.0, Reshad Jones, Reshad Jones2012,2012.0,MIA,S,1141.0,22.1,-0.1,14.1,7.0,1.1,36526.0,1.0,4.0,8.0,74.0,11.0,14.0,21.0,39.0,19.0,48.7,247.0,13.0,132.0,66.0,1.0,4.0,4.0,38.0
4.0, Kerry Rhodes, Kerry Rhodes2012,2012.0,ARZ,S,1040.0,16.0,-0.2,8.6,5.8,1.8,0-0,1.0,0.0,3.0,63.0,9.0,8.0,20.0,34.0,21.0,61.8,252.0,12.0,141.0,27.0,2.0,4.0,6.0,64.5
5.0, Quintin Mikell, Quintin Mikell2012,2012.0,SL,S,1049.0,15.3,8.0,-1.9,8.5,0.7,36526.0,3.0,2.0,9.0,84.0,11.0,13.0,39.0,47.0,36.0,76.6,474.0,13.2,211.0,46.0,0.0,0.0,1.0,107.9
6.0, T.J. Ward, T.J. Ward2012,2012.0,CLV,S,1008.0,14.9,-0.2,5.3,11.1,-1.3,36586.0,1.0,2.0,2.0,56.0,10.0,4.0,26.0,25.0,12.0,48.0,130.0,10.8,23.0,22.0,1.0,1.0,3.0,60.4
7.0, Reggie Nelson, Reggie Nelson2012,2012.0,CIN,S,910.0,13.7,-1.0,12.1,1.2,1.4,36526.0,1.0,4.0,0.0,66.0,8.0,9.0,23.0,32.0,21.0,65.6,231.0,11.0,109.0,71.0,1.0,3.0,4.0,58.2
8.0, George Wilson, George Wilson2012,2012.0,BUF,S,921.0,12.4,0.8,7.4,3.6,0.6,36526.0,0.0,1.0,2.0,77.0,12.0,8.0,27.0,24.0,13.0,54.2,190.0,14.6,95.0,53.0,1.0,0.0,4.0,94.1
9.0, Ryan Clark, Ryan Clark2012,2012.0,PIT,S,909.0,11.8,-1.2,7.2,6.2,-0.4,36557.0,0.0,0.0,0.0,85.0,17.0,12.0,32.0,29.0,19.0,65.5,143.0,7.5,73.0,18.0,0.0,2.0,3.0,48.5
10.0, Ronde Barber, Ronde Barber2012,2012.0,TB,S,1102.0,9.0,-0.5,10.9,1.8,-3.2,36647.0,1.0,1.0,9.0,81.0,14.0,15.0,44.0,58.0,41.0,70.7,428.0,10.4,274.0,80.0,1.0,4.0,4.0,68.7
10.0, Rahim Moore, Rahim Moore2012,2012.0,DEN,S,1082.0,9.0,-0.2,6.0,3.3,-0.1,36557.0,1.0,0.0,0.0,69.0,12.0,8.0,17.0,27.0,19.0,70.4,218.0,11.5,72.0,58.0,1.0,1.0,3.0,91.3
12.0, Usama Young, Usama Young2012,2012.0,CLV,S,691.0,8.5,2.0,1.0,4.3,1.2,41275.0,2.0,0.0,1.0,33.0,16.0,3.0,10.0,14.0,10.0,71.4,164.0,16.4,62.0,36.0,1.0,3.0,2.0,94.6
13.0, Troy Polamalu, Troy Polamalu2012,2012.0,PIT,S,402.0,8.4,1.1,2.6,5.1,-0.4,36526.0,1.0,0.0,3.0,30.0,2.0,5.0,10.0,11.0,5.0,45.5,49.0,9.8,28.0,21.0,0.0,1.0,0.0,20.6
14.0, Devin McCourty, Devin McCourty2012,2012.0,NE,S,564.0,7.7,0.0,5.8,0.9,1.0,0-0,0.0,0.0,0.0,27.0,9.0,6.0,3.0,14.0,5.0,35.7,60.0,12.0,19.0,24.0,0.0,3.0,1.0,10.1
15.0, Kenny Phillips, Kenny Phillips2012,2012.0,NYG,S,304.0,7.4,2.4,4.3,1.2,-0.5,36526.0,0.0,0.0,2.0,16.0,5.0,0.0,3.0,7.0,2.0,28.6,16.0,8.0,6.0,14.0,0.0,0.0,2.0,39.6
16.0, Dwight Lowery, Dwight Lowery2012,2012.0,JAX,S,557.0,6.8,-0.3,7.1,0.0,0.0,36526.0,0.0,0.0,0.0,27.0,6.0,4.0,6.0,18.0,8.0,44.4,63.0,7.9,41.0,17.0,0.0,1.0,3.0,30.6
16.0, Morgan Burnett, Morgan Burnett2012,2012.0,GB,S,1117.0,6.8,0.7,4.5,1.7,-0.1,36557.0,2.0,2.0,1.0,91.0,19.0,11.0,35.0,53.0,35.0,66.0,421.0,12.0,149.0,27.0,2.0,2.0,4.0,87.1
18.0, William Moore, William Moore2012,2012.0,ATL,S,774.0,6.7,1.6,3.1,3.2,-1.2,41334.0,1.0,3.0,5.0,64.0,11.0,10.0,21.0,38.0,23.0,60.5,446.0,19.4,197.0,77.0,2.0,4.0,2.0,79.4
19.0, Harrison Smith, Harrison Smith2012,2012.0,MIN,S,1067.0,6.6,1.6,10.5,-3.4,-2.1,36586.0,1.0,1.0,1.0,80.0,9.0,12.0,24.0,34.0,15.0,44.1,147.0,9.8,32.0,22.0,3.0,3.0,6.0,49.5
20.0, Dashon Goldson, Dashon Goldson2012,2012.0,SF,S,1049.0,6.5,-0.2,7.1,2.2,-2.6,36678.0,0.0,0.0,1.0,57.0,10.0,12.0,17.0,35.0,19.0,54.3,199.0,10.5,102.0,28.0,1.0,3.0,4.0,44.8
21.0, Kam Chancellor, Kam Chancellor2012,2012.0,SEA,S,1006.0,6.2,-1.1,5.4,2.2,-0.3,36586.0,0.0,0.0,1.0,69.0,17.0,9.0,26.0,49.0,32.0,65.3,308.0,9.6,120.0,35.0,0.0,0.0,3.0,82.7
22.0, Rafael Bush, Rafael Bush2012,2012.0,NO,S,123.0,5.5,-0.4,3.6,2.1,0.2,0-0,0.0,0.0,1.0,9.0,3.0,0.0,2.0,4.0,1.0,25.0,16.0,16.0,6.0,16.0,0.0,1.0,0.0,4.2
23.0, Tavon Wilson, Tavon Wilson2012,2012.0,NE,S,476.0,5.2,0.6,1.0,2.8,0.8,0-0,0.0,0.0,1.0,29.0,2.0,3.0,13.0,34.0,24.0,70.6,284.0,11.8,67.0,50.0,4.0,4.0,1.0,95.3
