#,Name,NameYear,Year,Team,Position,Snaps,Overall,Rush,Cov.,Run,Pen.,# of Pen,QB Sk,QB Ht,QB Hu,Tks,Ass,MT,St,TA,Rec,% Ct,Yds,Avg,YAC,LG,TD,In,PD,NFL Rating,
47.0,Kamerion Wimbley,Kamerion Wimbley2008,2008.0,CLV,OLB,1021.0,-20.2,-11.2,-1.1,-10.6,2.7,36526.0,4.0,3.0,18.0,0.0,41.0,6.0,3.0,27.0,11.0,9.0,81.8,98.0,10.9,87.0,20.0,1.0,1.0,0.0,96.2
48.0,Joey Porter,Joey Porter2008,2008.0,MIA,OLB,1025.0,-23.9,-8.3,0.1,-15.9,0.2,41426.0,17.0,9.0,22.0,0.0,22.0,1.0,4.0,31.0,4.0,2.0,50.0,30.0,15.0,10.0,26.0,0.0,0.0,0.0,75.0
49.0,Travis LaBoy,Travis LaBoy2008,2008.0,ARZ,OLB,518.0,-27.7,-14.9,0.5,-10.2,-3.1,41426.0,4.0,3.0,9.0,0.0,21.0,4.0,2.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,Von Miller,Von Miller2012,2012.0,DEN,OLB,996.0,78.5,51.4,0.5,31.9,-5.3,36770.0,19.0,15.0,52.0,0.0,43.0,3.0,3.0,51.0,24.0,19.0,79.2,166.0,8.7,131.0,22.0,1.0,1.0,1.0,92.0
2.0,Jerod Mayo,Jerod Mayo2012,2012.0,NE,OLB,1073.0,17.1,5.0,5.1,9.6,-2.6,36647.0,3.0,3.0,8.0,0.0,111.0,20.0,5.0,56.0,64.0,53.0,82.8,551.0,10.4,400.0,53.0,1.0,1.0,0.0,101.2
3.0,Lance Briggs,Lance Briggs2012,2012.0,CHI,OLB,1025.0,12.1,1.0,8.2,2.0,0.9,36526.0,2.0,0.0,8.0,2.0,85.0,16.0,9.0,46.0,76.0,52.0,68.4,502.0,9.7,305.0,32.0,1.0,2.0,6.0,80.0
4.0,Kevin Burnett,Kevin Burnett2012,2012.0,MIA,OLB,1096.0,11.9,2.3,1.6,6.5,1.5,36526.0,2.0,6.0,7.0,0.0,93.0,21.0,11.0,53.0,58.0,45.0,77.6,513.0,11.4,297.0,27.0,0.0,0.0,5.0,103.5
5.0,Lavonte David,Lavonte David2012,2012.0,TB,OLB,1090.0,10.2,-2.9,3.0,8.1,2.0,0-0,2.0,4.0,14.0,0.0,122.0,14.0,13.0,70.0,77.0,61.0,79.2,488.0,8.0,337.0,26.0,5.0,1.0,3.0,109.3
6.0,Philip Wheeler,Philip Wheeler2012,2012.0,OAK,OLB,1043.0,9.8,8.5,5.1,-1.7,-2.1,36617.0,3.0,14.0,13.0,0.0,88.0,17.0,9.0,44.0,61.0,51.0,83.6,490.0,9.6,300.0,40.0,2.0,0.0,3.0,111.1
7.0,Kaluka Maiava,Kaluka Maiava2012,2012.0,CLV,OLB,498.0,7.9,1.2,4.7,1.7,0.3,36526.0,3.0,1.0,3.0,0.0,35.0,5.0,6.0,24.0,20.0,13.0,65.0,78.0,6.0,64.0,15.0,0.0,0.0,2.0,72.5
8.0,Dont'a Hightower,Dont'a Hightower2012,2012.0,NE,OLB,542.0,7.5,3.8,0.8,3.7,-0.8,41306.0,3.0,5.0,6.0,0.0,46.0,5.0,4.0,27.0,42.0,30.0,71.4,283.0,9.4,190.0,39.0,1.0,0.0,2.0,97.6
9.0,Rob Ninkovich,Rob Ninkovich2012,2012.0,NE,OLB,116.0,6.0,1.7,0.5,3.6,0.2,0-0,1.0,1.0,2.0,0.0,7.0,1.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.6
9.0,Nick Barnett,Nick Barnett2012,2012.0,BUF,OLB,1025.0,6.0,-4.0,1.9,6.4,1.7,0-0,2.0,0.0,3.0,0.0,78.0,19.0,6.0,46.0,50.0,43.0,86.0,438.0,10.2,258.0,29.0,4.0,0.0,1.0,129.8
11.0,Thomas Davis,Thomas Davis2012,2012.0,CAR,OLB,798.0,4.8,-2.2,8.5,1.0,-2.5,36617.0,0.0,1.0,3.0,0.0,84.0,16.0,15.0,50.0,77.0,61.0,79.2,384.0,6.3,242.0,19.0,3.0,1.0,1.0,95.0
11.0,Koa Misi,Koa Misi2012,2012.0,MIA,OLB,559.0,4.8,-3.3,1.3,5.6,1.2,36526.0,6.0,2.0,6.0,1.0,41.0,11.0,9.0,29.0,27.0,21.0,77.8,231.0,11.0,188.0,64.0,1.0,0.0,1.0,114.7
11.0,Leroy Hill,Leroy Hill2012,2012.0,SEA,OLB,514.0,4.8,-0.7,0.2,4.3,1.0,0-0,2.0,1.0,1.0,0.0,35.0,10.0,3.0,22.0,30.0,18.0,60.0,202.0,11.2,90.0,39.0,1.0,0.0,0.0,91.2
14.0,K.J. Wright,K.J. Wright2012,2012.0,SEA,OLB,890.0,4.0,-0.1,4.5,0.0,-0.4,36557.0,1.0,3.0,9.0,0.0,78.0,19.0,5.0,37.0,78.0,57.0,73.1,506.0,8.9,350.0,24.0,1.0,1.0,3.0,88.9
15.0,Wesley Woodyard,Wesley Woodyard2012,2012.0,DEN,OLB,908.0,3.8,0.6,9.9,-7.4,0.7,36526.0,7.0,3.0,7.0,0.0,76.0,21.0,8.0,48.0,57.0,37.0,64.9,285.0,7.7,255.0,31.0,1.0,3.0,2.0,60.9
16.0,Malcolm Smith,Malcolm Smith2012,2012.0,SEA,OLB,174.0,3.6,-1.1,1.4,2.9,0.4,0-0,0.0,0.0,1.0,0.0,16.0,3.0,1.0,10.0,9.0,6.0,66.7,46.0,7.7,29.0,11.0,0.0,0.0,1.0,78.9
17.0,L.J. Fort,L.J. Fort2012,2012.0,CLV,OLB,60.0,3.3,1.3,2.6,-0.7,0.1,0-0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
18.0,Blake Costanzo,Blake Costanzo2012,2012.0,CHI,OLB,23.0,2.9,0.0,0.2,2.7,0.0,0-0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18.0,Scott Fujita,Scott Fujita2012,2012.0,CLV,OLB,126.0,2.9,-0.1,-0.2,2.9,0.3,0-0,1.0,0.0,2.0,0.0,13.0,1.0,0.0,8.0,5.0,4.0,80.0,42.0,10.5,29.0,17.0,0.0,0.0,0.0,101.7
20.0,Adam Hayward,Adam Hayward2012,2012.0,TB,OLB,147.0,2.8,-0.7,1.8,1.5,0.2,0-0,0.0,0.0,0.0,0.0,14.0,5.0,1.0,9.0,10.0,9.0,90.0,69.0,7.7,31.0,13.0,0.0,0.0,1.0,95.4
21.0,Tank Carder,Tank Carder2012,2012.0,CLV,OLB,30.0,2.4,0.0,1.2,1.2,0.0,0-0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.6
22.0,Thomas Howard,Thomas Howard2012,2012.0,CIN,OLB,62.0,2.3,0.6,1.8,-0.2,0.1,0-0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,1.0,50.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,56.3
23.0,JoLonn Dunbar,JoLonn Dunbar2012,2012.0,SL,OLB,1088.0,2.2,2.7,-8.1,8.6,-1.0,41334.0,5.0,5.0,9.0,0.0,94.0,26.0,17.0,62.0,82.0,69.0,84.1,693.0,10.0,507.0,61.0,5.0,2.0,3.0,112.0
24.0,Arthur Moats,Arthur Moats2012,2012.0,BUF,OLB,123.0,2.1,0.4,-1.3,2.8,0.2,0-0,0.0,0.0,1.0,0.0,14.0,2.0,1.0,8.0,6.0,3.0,50.0,42.0,14.0,23.0,24.0,0.0,0.0,0.0,72.9
24.0,Emmanuel Lamur,Emmanuel Lamur2012,2012.0,CIN,OLB,104.0,2.1,-0.8,0.8,2.0,0.1,0-0,0.0,0.0,1.0,0.0,12.0,0.0,0.0,4.0,10.0,7.0,70.0,68.0,9.7,22.0,15.0,0.0,0.0,1.0,88.8
26.0,D.J. Williams,D.J. Williams2012,2012.0,DEN,OLB,102.0,1.8,-1.3,2.1,0.9,0.1,0-0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,7.0,9.0,5.0,55.6,76.0,15.2,65.0,61.0,1.0,0.0,0.0,120.6
27.0,Jason Phillips,Jason Phillips2012,2012.0,CAR,OLB,103.0,1.4,-0.8,-0.2,2.2,0.2,0-0,0.0,0.0,0.0,0.0,9.0,1.0,1.0,5.0,6.0,6.0,100.0,41.0,6.8,27.0,11.0,0.0,0.0,0.0,95.1
28.0,Zach Brown,Zach Brown2012,2012.0,TEN,OLB,643.0,1.2,0.4,4.3,-3.6,0.1,41306.0,5.0,0.0,5.0,0.0,54.0,8.0,11.0,35.0,44.0,33.0,75.0,253.0,7.7,160.0,27.0,1.0,3.0,2.0,67.7
28.0,Tracy White,Tracy White2012,2012.0,NE,OLB,71.0,1.2,0.5,0.8,-0.2,0.1,0-0,0.0,1.0,1.0,0.0,9.0,1.0,3.0,5.0,5.0,4.0,80.0,29.0,7.3,11.0,11.0,0.0,0.0,0.0,90.8
30.0,Michael Morgan,Michael Morgan2012,2012.0,SEA,OLB,108.0,1.0,-0.4,0.7,0.5,0.2,0-0,0.0,0.0,0.0,0.0,9.0,2.0,0.0,4.0,8.0,7.0,87.5,49.0,7.0,35.0,13.0,0.0,0.0,0.0,92.2
30.0,Erin Henderson,Erin Henderson2012,2012.0,MIN,OLB,701.0,1.0,1.2,-6.4,7.8,-1.6,36586.0,3.0,2.0,4.0,1.0,64.0,10.0,3.0,40.0,53.0,37.0,69.8,365.0,9.9,202.0,30.0,1.0,0.0,3.0,95.2
32.0,Spencer Paysinger,Spencer Paysinger2012,2012.0,NYG,OLB,137.0,0.9,-0.5,-0.4,1.6,0.2,0-0,0.0,0.0,0.0,0.0,14.0,4.0,2.0,9.0,10.0,10.0,100.0,89.0,8.9,51.0,23.0,0.0,0.0,0.0,103.8
33.0,Geno Hayes,Geno Hayes2012,2012.0,CHI,OLB,141.0,0.8,-1.1,0.6,1.1,0.2,0-0,0.0,0.0,0.0,0.0,13.0,1.0,2.0,6.0,17.0,12.0,70.6,111.0,9.3,45.0,28.0,1.0,0.0,1.0,107.7
34.0,Robert James,Robert James2012,2012.0,ATL,OLB,7.0,0.7,0.0,0.7,0.0,0.0,0-0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,50.0,7.0,7.0,4.0,7.0,0.0,0.0,0.0,58.3
35.0,Zach Diles,Zach Diles2012,2012.0,TEN,OLB,25.0,0.6,-0.1,0.1,0.6,0.0,0-0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,1.0,1.0,100.0,5.0,5.0,7.0,5.0,0.0,0.0,0.0,87.5
35.0,Tim Shaw,Tim Shaw2012,2012.0,TEN,OLB,7.0,0.6,0.0,0.0,0.6,0.0,0-0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35.0,Marvin Mitchell,Marvin Mitchell2012,2012.0,MIN,OLB,45.0,0.6,0.2,0.0,0.3,0.1,0-0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,2.0,2.0,2.0,100.0,10.0,5.0,12.0,6.0,0.0,0.0,0.0,87.5
38.0,Jordan Senn,Jordan Senn2012,2012.0,CAR,OLB,3.0,0.1,0.0,0.1,0.0,0.0,0-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38.0,Austin Spitler,Austin Spitler2012,2012.0,MIA,OLB,11.0,0.1,0.0,0.0,0.1,0.0,0-0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,100.0,8.0,8.0,6.0,8.0,0.0,0.0,0.0,100.0
38.0,Larry Dean,Larry Dean2012,2012.0,MIN,OLB,8.0,0.1,0.0,0.0,0.1,0.0,0-0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.0,Tyrone McKenzie,Tyrone McKenzie2012,2012.0,MIN,OLB,5.0,0.0,0.0,0.0,0.0,0.0,0-0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.0,Jacob Cutrera,Jacob Cutrera2012,2012.0,TB,OLB,1.0,0.0,0.0,0.0,0.0,0.0,0-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.0,Bobby Carpenter,Bobby Carpenter2012,2012.0,NE,OLB,6.0,0.0,0.0,0.0,0.0,0.0,0-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.0,Travis Lewis,Travis Lewis2012,2012.0,DET,OLB,3.0,0.0,0.0,0.0,0.0,0.0,0-0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.0,Matt Asiata (Def.),Matt Asiata (Def.)2012,2012.0,MIN,OLB,1.0,0.0,0.0,0.0,0.0,0.0,0-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.0,Niko Koutouvides,Niko Koutouvides2012,2012.0,NE,OLB,9.0,0.0,0.0,0.0,0.0,0.0,0-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.0,Travis Goethel,Travis Goethel2012,2012.0,OAK,OLB,4.0,0.0,0.0,0.0,0.0,0.0,0-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.0,Audie Cole,Audie Cole2012,2012.0,MIN,OLB,1.0,0.0,0.0,0.0,0.0,0.0,0-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.0,Heath Farwell,Heath Farwell2012,2012.0,SEA,OLB,1.0,0.0,0.0,0.0,0.0,0.0,0-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.0,Najee Goode,Najee Goode2012,2012.0,TB,OLB,3.0,0.0,0.0,0.0,0.0,0.0,0-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51.0,Vontaze Burfict,Vontaze Burfict2012,2012.0,CIN,OLB,905.0,-0.1,-3.1,0.0,4.5,-1.5,41334.0,1.0,3.0,2.0,1.0,84.0,24.0,7.0,34.0,68.0,54.0,79.4,493.0,9.1,305.0,23.0,3.0,0.0,1.0,111.6
51.0,Patrick Bailey,Patrick Bailey2012,2012.0,TEN,OLB,2.0,-0.1,-0.1,0.0,0.0,0.0,0-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51.0,J.T. Thomas,J.T. Thomas2012,2012.0,CHI,OLB,8.0,-0.1,-0.1,0.0,0.0,0.0,0-0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51.0,Justin Durant,Justin Durant2012,2012.0,DET,OLB,875.0,-0.1,-2.3,-4.6,6.1,0.7,36526.0,1.0,1.0,2.0,0.0,89.0,14.0,14.0,49.0,64.0,47.0,73.4,459.0,9.8,300.0,38.0,2.0,0.0,2.0,103.6
55.0,Nigel Bradham,Nigel Bradham2012,2012.0,BUF,OLB,402.0,-0.2,0.1,-0.6,-0.6,0.9,0-0,0.0,0.0,2.0,0.0,37.0,10.0,4.0,24.0,24.0,14.0,58.3,142.0,10.1,73.0,39.0,1.0,0.0,1.0,89.2
56.0,Jason Trusnik,Jason Trusnik2012,2012.0,MIA,OLB,114.0,-0.3,-0.8,-0.4,0.8,0.1,0-0,0.0,0.0,0.0,0.0,7.0,3.0,1.0,4.0,5.0,2.0,40.0,36.0,18.0,43.0,26.0,0.0,0.0,0.0,65.4
56.0,Jonathan Freeny,Jonathan Freeny2012,2012.0,MIA,OLB,39.0,-0.3,0.0,-0.2,-0.2,0.1,0-0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,3.0,2.0,1.0,50.0,8.0,8.0,5.0,8.0,0.0,0.0,0.0,60.4
58.0,Nate Irving,Nate Irving2012,2012.0,DEN,OLB,37.0,-0.4,-0.4,-1.1,1.1,0.0,0-0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.6
58.0,Dontay Moch,Dontay Moch2012,2012.0,CIN,OLB,5.0,-0.4,-0.4,0.0,0.0,0.0,0-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60.0,Ryan Rau,Ryan Rau2012,2012.0,PHI,OLB,1.0,-0.5,0.0,0.0,-0.5,0.0,0-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60.0,Carl Ihenacho,Carl Ihenacho2012,2012.0,OAK,OLB,18.0,-0.5,-0.6,0.0,0.1,0.0,0-0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60.0,Jonathan Casillas,Jonathan Casillas2012,2012.0,NO,OLB,256.0,-0.5,-1.2,2.5,-2.1,0.3,0-0,0.0,0.0,1.0,1.0,23.0,2.0,2.0,14.0,12.0,10.0,83.3,93.0,9.3,61.0,27.0,1.0,0.0,0.0,126.7
63.0,Mike Rivera,Mike Rivera2012,2012.0,NE,OLB,9.0,-0.6,-0.2,0.1,-0.5,0.0,0-0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64.0,Josh Hull,Josh Hull2012,2012.0,SL,OLB,43.0,-0.7,-0.6,-0.7,0.6,0.0,0-0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,1.0,3.0,3.0,100.0,30.0,10.0,19.0,19.0,1.0,0.0,0.0,147.9
65.0,Jason Williams,Jason Williams2012,2012.0,CAR,OLB,11.0,-0.9,-0.9,0.0,0.0,0.0,0-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65.0,Aaron Curry,Aaron Curry2012,2012.0,OAK,OLB,18.0,-0.9,-0.1,0.1,0.1,-1.0,36526.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65.0,Danny Trevathan,Danny Trevathan2012,2012.0,DEN,OLB,198.0,-0.9,-0.9,0.1,0.7,-0.8,36526.0,1.0,0.0,2.0,0.0,20.0,4.0,0.0,11.0,17.0,12.0,70.6,83.0,6.9,56.0,15.0,0.0,0.0,0.0,81.2
68.0,Rhett Ellison (Def.),Rhett Ellison (Def.)2012,2012.0,MIN,OLB,1.0,-1.0,0.0,0.0,-1.0,0.0,0-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69.0,Mike Peterson,Mike Peterson2012,2012.0,ATL,OLB,117.0,-1.1,-0.2,-1.9,0.8,0.2,0-0,0.0,0.0,1.0,0.0,10.0,4.0,4.0,6.0,3.0,3.0,100.0,43.0,14.3,23.0,25.0,1.0,0.0,0.0,158.3
70.0,Daryl Smith,Daryl Smith2012,2012.0,JAX,OLB,117.0,-1.3,0.3,-2.0,0.2,0.2,0-0,0.0,1.0,1.0,0.0,5.0,1.0,2.0,4.0,4.0,3.0,75.0,35.0,11.7,26.0,14.0,0.0,0.0,0.0,101.0
71.0,James-Michael Johnson,James-Michael Johnson2012,2012.0,CLV,OLB,294.0,-1.4,0.7,0.8,-3.6,0.7,0-0,0.0,0.0,3.0,0.0,21.0,3.0,1.0,14.0,9.0,8.0,88.9,51.0,6.4,32.0,12.0,0.0,0.0,0.0,90.3
71.0,Chad Greenway,Chad Greenway2012,2012.0,MIN,OLB,1158.0,-1.4,-0.4,1.6,-2.9,0.3,36557.0,3.0,1.0,7.0,0.0,100.0,24.0,15.0,53.0,86.0,69.0,80.2,742.0,10.8,571.0,64.0,1.0,1.0,3.0,101.6
71.0,Casey Matthews,Casey Matthews2012,2012.0,PHI,OLB,45.0,-1.4,-0.2,-0.9,-0.3,0.0,0-0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,3.0,3.0,1.0,33.3,5.0,5.0,8.0,5.0,0.0,0.0,0.0,42.4
74.0,Keith Brooking,Keith Brooking2012,2012.0,DEN,OLB,113.0,-1.5,-0.7,0.3,-1.3,0.2,0-0,0.0,0.0,0.0,0.0,8.0,2.0,0.0,6.0,6.0,4.0,66.7,47.0,11.8,31.0,27.0,0.0,0.0,0.0,90.3
74.0,Jacquian Williams,Jacquian Williams2012,2012.0,NYG,OLB,299.0,-1.5,-1.4,-1.8,1.1,0.6,0-0,1.0,0.0,6.0,0.0,23.0,3.0,0.0,8.0,18.0,14.0,77.8,169.0,12.1,84.0,36.0,0.0,0.0,0.0,105.8
76.0,Will Witherspoon,Will Witherspoon2012,2012.0,TEN,OLB,251.0,-1.6,1.4,-0.5,-3.1,0.6,0-0,1.0,0.0,1.0,0.0,23.0,5.0,4.0,11.0,19.0,15.0,78.9,128.0,8.5,88.0,17.0,0.0,0.0,0.0,94.7
76.0,Kyle Bosworth,Kyle Bosworth2012,2012.0,JAX,OLB,255.0,-1.6,-0.1,-3.3,1.4,0.4,0-0,0.0,1.0,0.0,0.0,21.0,7.0,5.0,11.0,19.0,16.0,84.2,124.0,7.8,76.0,15.0,1.0,1.0,0.0,89.5
76.0,Vincent Rey,Vincent Rey2012,2012.0,CIN,OLB,102.0,-1.6,0.0,-1.1,-0.7,0.2,0-0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,5.0,9.0,8.0,88.9,87.0,10.9,67.0,16.0,0.0,0.0,0.0,106.9
76.0,Brian Rolle,Brian Rolle2012,2012.0,PHI,OLB,18.0,-1.6,-0.2,-0.5,-0.9,0.0,0-0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,100.0,7.0,7.0,4.0,7.0,0.0,0.0,0.0,95.8
80.0,Akeem Jordan,Akeem Jordan2012,2012.0,PHI,OLB,342.0,-1.7,-0.7,-0.9,-1.0,0.9,0-0,0.0,0.0,0.0,0.0,26.0,10.0,2.0,12.0,9.0,6.0,66.7,52.0,8.7,38.0,16.0,0.0,0.0,0.0,81.7
80.0,Bryan Scott,Bryan Scott2012,2012.0,BUF,OLB,605.0,-1.7,-1.8,5.5,-6.4,1.0,41275.0,0.0,1.0,1.0,0.0,45.0,11.0,4.0,21.0,56.0,35.0,62.5,391.0,11.2,148.0,28.0,1.0,4.0,3.0,59.4
82.0,Akeem Ayers,Akeem Ayers2012,2012.0,TEN,OLB,874.0,-1.8,6.7,-5.5,2.7,-5.7,41457.0,7.0,4.0,10.0,2.0,70.0,16.0,15.0,45.0,47.0,35.0,74.5,384.0,11.0,249.0,46.0,4.0,1.0,4.0,117.7
83.0,Martez Wilson,Martez Wilson2012,2012.0,NO,OLB,70.0,-1.9,1.9,0.0,-2.4,-1.4,36526.0,1.0,2.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,11.0,11.0,8.0,11.0,0.0,0.0,0.0,112.5
83.0,Justin Cole,Justin Cole2012,2012.0,SL,OLB,14.0,-1.9,-0.4,0.0,-1.5,0.0,0-0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,100.0,11.0,11.0,13.0,11.0,0.0,0.0,0.0,112.5
85.0,Sean Weatherspoon,Sean Weatherspoon2012,2012.0,ATL,OLB,846.0,-2.1,5.0,3.6,-12.3,1.6,0-0,3.0,5.0,12.0,0.0,80.0,8.0,13.0,39.0,50.0,32.0,64.0,343.0,10.7,167.0,39.0,1.0,1.0,3.0,82.3
86.0,Ashlee Palmer,Ashlee Palmer2012,2012.0,DET,OLB,119.0,-2.2,-0.4,0.8,-2.7,0.1,0-0,0.0,0.0,0.0,0.0,7.0,1.0,1.0,6.0,3.0,2.0,66.7,19.0,9.5,0.0,16.0,1.0,0.0,0.0,123.6
87.0,Mark Herzlich,Mark Herzlich2012,2012.0,NYG,OLB,79.0,-2.5,0.3,0.4,-3.3,0.1,0-0,0.0,0.0,1.0,0.0,5.0,5.0,2.0,2.0,1.0,1.0,100.0,7.0,7.0,4.0,7.0,0.0,0.0,0.0,95.8
88.0,Nick Roach,Nick Roach2012,2012.0,CHI,OLB,434.0,-2.7,-0.6,-0.8,-1.4,0.1,36526.0,2.0,0.0,2.0,0.0,25.0,4.0,4.0,14.0,22.0,15.0,68.2,143.0,9.5,53.0,25.0,0.0,0.0,1.0,86.0
89.0,Dekoda Watson,Dekoda Watson2012,2012.0,TB,OLB,131.0,-2.8,-2.7,-1.2,1.1,0.0,0-0,0.0,1.0,3.0,1.0,2.0,1.0,0.0,1.0,2.0,1.0,50.0,20.0,20.0,2.0,20.0,1.0,0.0,0.0,125.0
89.0,Will Herring,Will Herring2012,2012.0,NO,OLB,106.0,-2.8,-0.3,0.5,-3.1,0.1,0-0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91.0,Keith Rivers,Keith Rivers2012,2012.0,NYG,OLB,238.0,-3.1,-1.6,-1.7,0.2,0.0,41275.0,0.0,2.0,1.0,0.0,33.0,5.0,2.0,12.0,13.0,9.0,69.2,92.0,10.2,69.0,15.0,0.0,0.0,1.0,89.3
92.0,Mario Haggan,Mario Haggan2012,2012.0,SL,OLB,78.0,-3.8,0.6,-1.8,-1.7,-0.9,36526.0,1.0,0.0,0.0,0.0,6.0,3.0,2.0,5.0,4.0,4.0,100.0,44.0,11.0,33.0,14.0,0.0,0.0,0.0,112.5
93.0,Dan Skuta,Dan Skuta2012,2012.0,CIN,OLB,102.0,-4.0,-2.1,0.1,-1.0,-1.0,36526.0,0.0,0.0,1.0,0.0,5.0,2.0,1.0,3.0,5.0,3.0,60.0,36.0,12.0,17.0,25.0,0.0,0.0,1.0,82.1
94.0,Manny Lawson,Manny Lawson2012,2012.0,CIN,OLB,362.0,-4.5,1.4,-4.6,-0.8,-0.5,36526.0,2.0,1.0,3.0,0.0,28.0,2.0,3.0,13.0,22.0,18.0,81.8,180.0,10.0,130.0,21.0,0.0,0.0,0.0,100.8
