#,Name,NameYear,Year,Team,Position,Snaps,Overall,Rush,Cov.,Run,Pen.,# of Pen,QB Sk,QB Ht,QB Hu,BP,Tks,Ass,MT,St
83.0,Brian Schaefering,Brian Schaefering2010,2010,CLV,DE,500.0,-10.7,-5.9,0.5,-6.0,0.7,41275.0,0.0,0.0,9.0,0.0,23.0,3.0,2.0,14.0
84.0,Ryan McBean,Ryan McBean2010,2010,DEN,DE,365.0,-13.0,-3.8,1.0,-8.6,-1.6,36586.0,0.0,1.0,6.0,0.0,11.0,2.0,1.0,7.0
85.0,Ziggy Hood,Ziggy Hood2010,2010,PIT,DE,655.0,-13.4,-12.8,0.5,-3.5,2.4,0-0,3.0,2.0,14.0,1.0,9.0,5.0,1.0,8.0
86.0,Nick Eason,Nick Eason2010,2010,PIT,DE,512.0,-15.6,-13.3,0.5,-4.5,1.7,0-0,2.0,0.0,7.0,0.0,9.0,1.0,3.0,9.0
1.0,Justin Smith,Justin Smith2009,2009,SF,DE,977.0,43.1,29.6,3.0,8.9,1.6,36557.0,6.0,16.0,44.0,1.0,32.0,5.0,3.0,34.0
2.0,Randy Starks,Randy Starks2009,2009,MIA,DE,730.0,27.2,6.9,2.5,15.0,2.8,0-0,7.0,10.0,15.0,0.0,36.0,13.0,3.0,37.0
3.0,Vonnie Holliday,Vonnie Holliday2009,2009,DEN,DE,493.0,17.3,10.9,1.0,5.5,-0.1,41306.0,5.0,7.0,16.0,0.0,19.0,6.0,6.0,18.0
4.0,Calais Campbell,Calais Campbell2009,2009,ARZ,DE,824.0,16.6,15.6,1.5,0.5,-1.0,41365.0,9.0,6.0,29.0,5.0,35.0,5.0,4.0,31.0
5.0,Robaire Smith,Robaire Smith2009,2009,CLV,DE,543.0,16.3,0.0,0.5,16.4,-0.6,36586.0,1.0,4.0,8.0,0.0,54.0,6.0,4.0,39.0
6.0,Corey Williams,Corey Williams2009,2009,CLV,DE,443.0,15.9,8.8,1.0,5.5,0.6,36526.0,3.0,10.0,13.0,3.0,24.0,3.0,0.0,18.0
7.0,Kendall Langford,Kendall Langford2009,2009,MIA,DE,581.0,15.7,6.7,2.0,6.5,0.5,36557.0,2.0,4.0,15.0,1.0,34.0,6.0,1.0,28.0
8.0,Cullen Jenkins,Cullen Jenkins2009,2009,GB,DE,800.0,15.4,10.1,4.0,-1.1,2.4,36526.0,5.0,8.0,27.0,0.0,20.0,4.0,3.0,24.0
9.0,Ty Warren,Ty Warren2009,2009,NE,DE,261.0,8.0,-3.8,0.0,11.0,0.8,0-0,0.0,0.0,1.0,1.0,19.0,3.0,0.0,15.0
10.0,Igor Olshansky,Igor Olshansky2009,2009,DAL,DE,587.0,7.1,0.0,0.0,5.0,2.1,0-0,2.0,4.0,11.0,0.0,31.0,3.0,0.0,24.0
11.0,Alan Branch,Alan Branch2009,2009,ARZ,DE,351.0,6.9,-2.0,1.5,8.0,-0.6,41307.0,2.0,3.0,11.0,2.0,12.0,1.0,4.0,13.0
12.0,Phillip Merling,Phillip Merling2009,2009,MIA,DE,376.0,4.7,2.7,0.0,1.5,0.5,36526.0,3.0,3.0,6.0,3.0,19.0,2.0,0.0,17.0
13.0,Stephen Bowen,Stephen Bowen2009,2009,DAL,DE,424.0,4.6,2.0,1.5,2.5,-1.4,41334.0,3.0,5.0,17.0,3.0,9.0,2.0,1.0,11.0
14.0,John N. Henderson,John N. Henderson2009,2009,JAX,DE,342.0,4.2,-0.6,0.0,4.5,0.3,36526.0,0.0,1.0,5.0,3.0,13.0,4.0,4.0,11.0
15.0,Mike Wright,Mike Wright2009,2009,NE,DE,143.0,4.0,1.0,0.0,2.5,0.5,0-0,1.0,0.0,3.0,0.0,9.0,2.0,2.0,9.0
16.0,Jason Hatcher,Jason Hatcher2009,2009,DAL,DE,341.0,3.6,4.7,0.5,-3.0,1.4,0-0,1.0,5.0,14.0,1.0,7.0,3.0,0.0,6.0
17.0,Reggie Hayward,Reggie Hayward2009,2009,JAX,DE,54.0,3.0,1.8,0.0,1.0,0.2,0-0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,2.0
18.0,Brett Keisel,Brett Keisel2009,2009,PIT,DE,870.0,2.5,-2.2,2.0,-0.5,3.2,0-0,3.0,5.0,19.0,2.0,34.0,5.0,0.0,25.0
18.0,Demetric Evans,Demetric Evans2009,2009,SF,DE,121.0,2.5,4.3,-0.5,-1.5,0.2,0-0,2.0,3.0,2.0,1.0,1.0,2.0,1.0,3.0
20.0,Marcus Thomas,Marcus Thomas2009,2009,DEN,DE,38.0,2.3,0.1,0.0,2.0,0.2,0-0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0
21.0,Will Smith,Will Smith2009,2009,NO,DE,51.0,2.2,-0.5,1.0,1.5,0.2,0-0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,4.0
22.0,Alfonso Boone,Alfonso Boone2009,2009,SD,DE,365.0,1.9,4.9,0.5,-5.0,1.5,0-0,2.0,0.0,18.0,3.0,4.0,4.0,0.0,6.0
22.0,Ziggy Hood,Ziggy Hood2009,2009,PIT,DE,225.0,1.9,0.9,0.5,-0.5,1.0,0-0,1.0,3.0,6.0,1.0,5.0,2.0,1.0,6.0
24.0,Quentin Groves,Quentin Groves2009,2009,JAX,DE,11.0,1.6,0.6,0.5,0.5,0.0,0-0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
25.0,Bertrand Berry,Bertrand Berry2009,2009,ARZ,DE,21.0,0.7,0.6,0.0,0.0,0.1,0-0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
26.0,Nick Eason,Nick Eason2009,2009,PIT,DE,291.0,0.6,-5.6,0.5,5.5,0.2,36526.0,0.0,1.0,5.0,0.0,13.0,0.0,0.0,9.0
27.0,Derreck Robinson,Derreck Robinson2009,2009,CLV,DE,5.0,0.2,-0.3,0.0,0.5,0.0,0-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28.0,Atiyyah Ellison,Atiyyah Ellison2009,2009,JAX,DE,222.0,0.0,-3.5,0.0,2.5,1.0,0-0,1.0,1.0,2.0,0.0,7.0,2.0,0.0,6.0
28.0,Titus Adams,Titus Adams2009,2009,NE,DE,2.0,0.0,0.0,0.0,0.0,0.0,0-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30.0,Ricky Jean-Francois,Ricky Jean-Francois2009,2009,SF,DE,2.0,-0.1,-0.1,0.0,0.0,0.0,0-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31.0,Wallace Gilberry,Wallace Gilberry2009,2009,KC,DE,281.0,-0.2,3.1,1.0,-4.5,0.2,36557.0,6.0,5.0,5.0,0.0,17.0,0.0,1.0,14.0
31.0,Keilen Dykes,Keilen Dykes2009,2009,ARZ,DE,22.0,-0.2,-0.3,0.0,0.0,0.1,0-0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
31.0,Lionel Dotson,Lionel Dotson2009,2009,MIA,DE,13.0,-0.2,-0.2,0.0,0.0,0.0,0-0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0
31.0,Jeff Charleston,Jeff Charleston2009,2009,NO,DE,5.0,-0.2,-0.2,0.0,0.0,0.0,0-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35.0,B.J. Raji,B.J. Raji2009,2009,GB,DE,211.0,-0.3,-2.1,-1.0,3.0,-0.2,36526.0,1.0,0.0,4.0,1.0,13.0,2.0,1.0,10.0
36.0,Brian Schaefering,Brian Schaefering2009,2009,CLV,DE,121.0,-0.4,-1.4,0.0,0.5,0.5,0-0,1.0,0.0,2.0,0.0,8.0,1.0,1.0,5.0
37.0,Andre Coleman,Andre Coleman2009,2009,SD,DE,13.0,-0.5,-0.5,0.0,0.0,0.0,0-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37.0,Charles Grant,Charles Grant2009,2009,NO,DE,56.0,-0.5,0.8,0.0,-1.5,0.2,0-0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
39.0,Travis Kirschke,Travis Kirschke2009,2009,PIT,DE,420.0,-0.9,-7.4,0.0,5.0,1.5,0-0,1.0,0.0,9.0,0.0,20.0,2.0,1.0,12.0
39.0,Tony Hargrove,Tony Hargrove2009,2009,NO,DE,16.0,-0.9,-0.5,0.0,0.5,-0.9,36557.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,2.0
39.0,Dion Gales,Dion Gales2009,2009,KC,DE,47.0,-0.9,1.4,0.0,-2.5,0.2,0-0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0
42.0,Marcus R. Spears,Marcus R. Spears2009,2009,DAL,DE,475.0,-1.0,1.4,0.0,-4.0,1.6,0-0,3.0,5.0,7.0,1.0,18.0,3.0,2.0,19.0
42.0,Derek Landri,Derek Landri2009,2009,JAX,DE,175.0,-1.0,-1.2,0.5,-1.0,0.7,0-0,1.0,1.0,3.0,0.0,7.0,3.0,0.0,5.0
44.0,Ron Brace,Ron Brace2009,2009,NE,DE,7.0,-1.1,-0.1,0.0,-1.0,0.0,0-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44.0,Kenyon Coleman,Kenyon Coleman2009,2009,CLV,DE,469.0,-1.1,-0.3,1.0,-3.5,1.7,0-0,2.0,0.0,9.0,2.0,23.0,7.0,2.0,14.0
44.0,Julius Williams,Julius Williams2009,2009,JAX,DE,25.0,-1.1,-1.2,0.0,0.0,0.1,0-0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
47.0,Vince Wilfork,Vince Wilfork2009,2009,NE,DE,62.0,-1.3,-2.0,0.0,0.5,0.2,0-0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,3.0
47.0,Derrick Harvey,Derrick Harvey2009,2009,JAX,DE,96.0,-1.3,1.3,0.0,-3.0,0.4,0-0,0.0,0.0,5.0,1.0,2.0,1.0,0.0,2.0
49.0,Jarvis Green,Jarvis Green2009,2009,NE,DE,321.0,-1.4,-1.6,0.0,-1.0,1.2,0-0,1.0,2.0,6.0,0.0,11.0,2.0,2.0,9.0
50.0,Alex Magee,Alex Magee2009,2009,KC,DE,198.0,-1.5,-0.4,0.0,-2.0,0.9,0-0,2.0,3.0,5.0,0.0,4.0,1.0,3.0,3.0
51.0,Darnell Dockett,Darnell Dockett2009,2009,ARZ,DE,860.0,-1.8,5.3,0.0,-5.6,-1.5,41395.0,7.0,9.0,22.0,4.0,34.0,2.0,4.0,31.0
52.0,Glenn Dorsey,Glenn Dorsey2009,2009,KC,DE,796.0,-2.0,-3.8,2.0,-3.1,2.9,0-0,1.0,1.0,16.0,2.0,35.0,8.0,1.0,28.0
52.0,Ray McDonald,Ray McDonald2009,2009,SF,DE,347.0,-2.0,-3.1,0.0,1.0,0.1,36526.0,2.0,2.0,13.0,0.0,2.0,2.0,0.0,4.0
54.0,Darrell Reid,Darrell Reid2009,2009,DEN,DE,334.0,-2.2,3.0,1.0,-4.5,-1.7,36586.0,5.0,4.0,10.0,2.0,9.0,1.0,2.0,11.0
54.0,Mike Montgomery,Mike Montgomery2009,2009,GB,DE,65.0,-2.2,-0.3,0.0,-2.0,0.1,0-0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0
56.0,Jarius Wynn,Jarius Wynn2009,2009,GB,DE,72.0,-2.6,-2.7,0.0,0.0,0.1,0-0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,3.0
57.0,Vaughn Martin,Vaughn Martin2009,2009,SD,DE,142.0,-2.7,-1.8,0.0,-1.5,0.6,0-0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,1.0
58.0,Montavious Stanley,Montavious Stanley2009,2009,JAX,DE,18.0,-2.8,-0.4,0.0,-2.5,0.1,0-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58.0,Travis Johnson,Travis Johnson2009,2009,SD,DE,303.0,-2.8,-3.6,0.0,0.5,0.3,36526.0,0.0,0.0,5.0,1.0,11.0,2.0,0.0,9.0
60.0,Jason Banks,Jason Banks2009,2009,ARZ,DE,46.0,-3.0,-0.7,0.0,-2.5,0.2,0-0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
61.0,Kentwan Balmer,Kentwan Balmer2009,2009,SF,DE,177.0,-3.1,-2.3,0.0,-1.5,0.7,0-0,0.0,1.0,2.0,0.0,6.0,1.0,0.0,3.0
62.0,Aaron Smith,Aaron Smith2009,2009,PIT,DE,250.0,-3.4,-3.8,0.0,-0.5,0.9,0-0,2.0,0.0,6.0,0.0,5.0,1.0,2.0,7.0
62.0,C.J. Mosley,C.J. Mosley2009,2009,CLV,DE,276.0,-3.4,-4.0,0.0,-0.5,1.1,0-0,0.0,0.0,3.0,0.0,16.0,4.0,1.0,10.0
62.0,LeKevin Smith,LeKevin Smith2009,2009,DEN,DE,246.0,-3.4,-2.9,0.0,-1.5,1.0,0-0,1.0,0.0,1.0,1.0,9.0,0.0,0.0,8.0
65.0,Tony McDaniel,Tony McDaniel2009,2009,MIA,DE,315.0,-5.3,-3.0,0.0,-0.5,-1.8,41334.0,2.0,0.0,5.0,1.0,13.0,4.0,3.0,10.0
66.0,Johnny Jolly,Johnny Jolly2009,2009,GB,DE,807.0,-6.1,-6.9,1.5,-0.6,-0.1,36586.0,1.0,5.0,12.0,10.0,25.0,6.0,4.0,16.0
67.0,Kenny Iwebema,Kenny Iwebema2009,2009,ARZ,DE,103.0,-6.8,-0.6,0.0,-5.5,-0.7,41275.0,2.0,1.0,3.0,0.0,2.0,0.0,0.0,4.0
68.0,Isaac Sopoaga,Isaac Sopoaga2009,2009,SF,DE,546.0,-9.6,-9.2,0.5,-2.0,1.1,36526.0,1.0,3.0,2.0,1.0,25.0,4.0,0.0,17.0
69.0,Ryan McBean,Ryan McBean2009,2009,DEN,DE,440.0,-10.1,-5.6,0.5,-6.5,1.5,0-0,0.0,1.0,5.0,0.0,21.0,4.0,1.0,16.0
70.0,Jacques Cesaire,Jacques Cesaire2009,2009,SD,DE,525.0,-14.4,-8.3,1.0,-8.0,0.9,41275.0,1.0,1.0,8.0,0.0,16.0,5.0,0.0,9.0
71.0,Luis Castillo,Luis Castillo2009,2009,SD,DE,594.0,-15.4,-4.6,0.5,-13.5,2.2,0-0,1.0,1.0,14.0,0.0,18.0,4.0,0.0,12.0
72.0,Kenny Peterson,Kenny Peterson2009,2009,DEN,DE,619.0,-22.1,-10.7,0.0,-12.1,0.7,36557.0,1.0,1.0,2.0,1.0,30.0,4.0,3.0,20.0
73.0,Tyson Jackson,Tyson Jackson2009,2009,KC,DE,700.0,-41.0,-10.4,0.0,-31.7,1.1,36557.0,0.0,1.0,7.0,2.0,23.0,4.0,0.0,11.0
1.0,Ty Warren,Ty Warren2008,2008,NE,DE,464.0,20.3,3.1,0.5,17.0,-0.3,36557.0,2.0,2.0,14.0,0.0,32.0,5.0,2.0,28.0
2.0,Richard Seymour,Richard Seymour2008,2008,NE,DE,695.0,19.7,12.1,0.5,6.4,0.7,36557.0,8.0,7.0,18.0,2.0,28.0,9.0,2.0,32.0
3.0,Vonnie Holliday,Vonnie Holliday2008,2008,MIA,DE,587.0,16.3,3.7,3.5,7.0,2.1,36526.0,5.0,7.0,8.0,2.0,33.0,9.0,1.0,30.0
4.0,Randy Starks,Randy Starks2008,2008,MIA,DE,473.0,14.6,11.1,1.0,1.0,1.5,0-0,4.0,5.0,24.0,2.0,18.0,4.0,2.0,18.0
5.0,Aaron Smith,Aaron Smith2008,2008,PIT,DE,860.0,11.5,-5.5,1.0,14.0,2.0,36526.0,6.0,5.0,12.0,4.0,39.0,4.0,4.0,41.0
5.0,Jarvis Green,Jarvis Green2008,2008,NE,DE,389.0,11.5,6.6,0.5,3.0,1.4,0-0,2.0,4.0,18.0,0.0,22.0,3.0,1.0,18.0
7.0,Justin Smith,Justin Smith2008,2008,SF,DE,552.0,9.5,5.1,1.0,1.4,2.0,0-0,4.0,7.0,15.0,2.0,25.0,5.0,0.0,22.0
8.0,Kenyon Coleman,Kenyon Coleman2008,2008,NYJ,DE,574.0,9.3,-11.4,1.0,17.5,2.2,0-0,0.0,1.0,3.0,1.0,49.0,5.0,3.0,39.0
9.0,Shaun Ellis,Shaun Ellis2008,2008,NYJ,DE,814.0,9.0,3.6,3.0,3.5,-1.1,41365.0,6.0,4.0,22.0,0.0,32.0,8.0,3.0,26.0
10.0,LeKevin Smith,LeKevin Smith2008,2008,NE,DE,154.0,6.8,3.3,-0.5,3.5,0.5,0-0,0.0,0.0,9.0,0.0,9.0,2.0,1.0,7.0
11.0,Chris Canty,Chris Canty2008,2008,DAL,DE,677.0,6.2,0.8,2.0,1.0,2.4,0-0,3.0,7.0,14.0,3.0,28.0,3.0,0.0,21.0
12.0,Stephen Bowen,Stephen Bowen2008,2008,DAL,DE,223.0,5.3,3.0,0.0,1.5,0.8,0-0,0.0,5.0,5.0,0.0,9.0,4.0,0.0,6.0
13.0,Kendall Langford,Kendall Langford2008,2008,MIA,DE,512.0,5.1,1.9,1.0,2.5,-0.3,36557.0,2.0,1.0,12.0,4.0,26.0,2.0,0.0,24.0
14.0,Robaire Smith,Robaire Smith2008,2008,CLV,DE,72.0,4.0,-0.3,0.0,4.0,0.3,0-0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,5.0
15.0,Brett Keisel,Brett Keisel2008,2008,PIT,DE,468.0,3.0,-6.6,1.0,6.9,1.7,0-0,1.0,0.0,6.0,3.0,26.0,9.0,0.0,19.0
16.0,Orpheus Roye,Orpheus Roye2008,2008,PIT,DE,50.0,2.2,0.7,0.0,1.5,0.0,0-0,0.0,0.0,0.0,2.0,3.0,2.0,0.0,3.0
17.0,Jason Hatcher,Jason Hatcher2008,2008,DAL,DE,329.0,1.6,0.2,0.0,1.0,0.4,36526.0,1.0,5.0,9.0,1.0,12.0,3.0,0.0,10.0
18.0,Antonio D. Smith,Antonio D. Smith2008,2008,ARZ,DE,801.0,1.5,-4.4,2.0,2.9,1.0,36557.0,4.0,10.0,13.0,0.0,28.0,7.0,1.0,22.0
19.0,Keith Grennan,Keith Grennan2008,2008,SD,DE,17.0,1.4,0.3,0.0,1.0,0.1,0-0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
20.0,Pierre Woods,Pierre Woods2008,2008,NE,DE,15.0,1.3,1.2,0.0,0.0,0.1,0-0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
21.0,Bertrand Berry,Bertrand Berry2008,2008,ARZ,DE,85.0,0.9,1.1,1.0,-1.5,0.3,0-0,2.0,0.0,3.0,0.0,1.0,0.0,0.0,2.0
22.0,Luis Castillo,Luis Castillo2008,2008,SD,DE,772.0,0.1,-4.6,0.5,1.5,2.7,0-0,2.0,2.0,23.0,0.0,21.0,9.0,0.0,19.0
23.0,Kentwan Balmer,Kentwan Balmer2008,2008,SF,DE,76.0,0.0,-0.7,0.0,1.0,-0.3,36526.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,2.0
24.0,David Bowens,David Bowens2008,2008,NYJ,DE,7.0,-0.2,-0.2,0.0,0.0,0.0,0-0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
25.0,Calais Campbell,Calais Campbell2008,2008,ARZ,DE,186.0,-0.3,-1.8,0.5,0.5,0.5,0-0,0.0,1.0,2.0,1.0,18.0,1.0,2.0,11.0
26.0,Mike Devito,Mike Devito2008,2008,NYJ,DE,204.0,-0.4,-1.8,0.5,0.5,0.4,0-0,1.0,1.0,2.0,1.0,13.0,4.0,0.0,8.0
27.0,Marques Murrell,Marques Murrell2008,2008,NYJ,DE,10.0,-1.1,-0.6,0.0,-0.5,0.0,0-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28.0,Marcus R. Spears,Marcus R. Spears2008,2008,DAL,DE,541.0,-2.1,-1.4,0.0,1.5,-2.2,36617.0,1.0,5.0,7.0,2.0,29.0,2.0,3.0,23.0
29.0,Santonio Thomas,Santonio Thomas2008,2008,CLV,DE,188.0,-2.9,-2.1,0.0,-1.5,0.7,0-0,0.0,0.0,0.0,2.0,13.0,0.0,0.0,12.0
30.0,Travis Kirschke,Travis Kirschke2008,2008,PIT,DE,470.0,-3.0,-8.0,0.5,3.0,1.5,0-0,3.0,5.0,6.0,0.0,29.0,5.0,1.0,22.0
31.0,Ray McDonald,Ray McDonald2008,2008,SF,DE,296.0,-4.3,-0.9,0.0,-1.5,-1.9,36586.0,0.0,4.0,7.0,0.0,7.0,2.0,2.0,3.0
31.0,Isaac Sopoaga,Isaac Sopoaga2008,2008,SF,DE,291.0,-4.3,-6.4,0.0,1.0,1.1,0-0,0.0,0.0,2.0,0.0,17.0,1.0,0.0,12.0
33.0,C.J. Mosley,C.J. Mosley2008,2008,NYJ,DE,309.0,-4.7,-6.4,1.5,-1.0,1.2,0-0,2.0,1.0,3.0,2.0,11.0,3.0,0.0,6.0
33.0,Ryon Bingham,Ryon Bingham2008,2008,SD,DE,105.0,-4.7,-1.7,0.0,-3.0,0.0,36526.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,2.0
35.0,Nick Eason,Nick Eason2008,2008,PIT,DE,196.0,-4.8,-3.2,0.0,-2.5,0.9,0-0,2.0,1.0,2.0,1.0,7.0,2.0,1.0,5.0
36.0,Kenny Iwebema,Kenny Iwebema2008,2008,ARZ,DE,72.0,-5.0,-1.0,0.0,-4.0,0.0,0-0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
37.0,Mike Wright,Mike Wright2008,2008,NE,DE,154.0,-5.9,-3.5,-0.5,-2.5,0.6,0-0,0.0,1.0,0.0,0.0,9.0,2.0,1.0,4.0
38.0,Phillip Merling,Phillip Merling2008,2008,MIA,DE,483.0,-6.2,-3.4,1.0,-1.5,-2.3,41365.0,1.0,3.0,12.0,1.0,19.0,2.0,1.0,10.0
39.0,Jacques Cesaire,Jacques Cesaire2008,2008,SD,DE,494.0,-6.4,-1.1,0.0,-6.0,0.7,41275.0,2.0,2.0,15.0,2.0,16.0,1.0,0.0,13.0
40.0,Shaun Smith,Shaun Smith2008,2008,CLV,DE,407.0,-6.8,-3.2,0.0,-3.2,-0.4,36557.0,1.0,0.0,5.0,0.0,24.0,5.0,1.0,17.0
41.0,Darnell Dockett,Darnell Dockett2008,2008,ARZ,DE,857.0,-7.9,2.4,3.0,-8.7,-4.6,41488.0,4.0,11.0,18.0,1.0,29.0,9.0,7.0,27.0
42.0,Igor Olshansky,Igor Olshansky2008,2008,SD,DE,578.0,-9.2,-1.0,0.0,-9.5,1.3,36526.0,2.0,3.0,14.0,1.0,19.0,5.0,0.0,13.0
43.0,Louis Leonard,Louis Leonard2008,2008,CLV,DE,326.0,-16.0,-3.9,0.0,-11.5,-0.6,36557.0,0.0,1.0,1.0,1.0,17.0,5.0,1.0,7.0
44.0,Corey Williams,Corey Williams2008,2008,CLV,DE,831.0,-17.6,-4.3,-0.5,-11.4,-1.4,36647.0,0.0,3.0,16.0,3.0,33.0,10.0,5.0,28.0
1.0,Cameron Wake,Cameron Wake2012,2012,MIA,DE,936.0,53.8,37.7,1.5,10.4,4.2,0-0,17.0,23.0,46.0,0.0,38.0,6.0,5.0,40.0
2.0,Brandon Graham,Brandon Graham2012,2012,PHI,DE,435.0,31.6,26.8,0.5,4.6,-0.3,36557.0,7.0,7.0,31.0,1.0,27.0,7.0,3.0,28.0
3.0,Jason Pierre-Paul,Jason Pierre-Paul2012,2012,NYG,DE,900.0,23.7,4.4,2.0,18.4,-1.1,36647.0,7.0,4.0,44.0,5.0,40.0,11.0,7.0,37.0
4.0,Derrick Morgan,Derrick Morgan2012,2012,TEN,DE,930.0,22.7,20.0,1.5,1.9,-0.7,41397.0,9.0,21.0,42.0,4.0,39.0,13.0,3.0,37.0
5.0,John Abraham,John Abraham2012,2012,ATL,DE,747.0,22.1,22.8,1.0,0.8,-2.5,41426.0,10.0,8.0,38.0,7.0,22.0,5.0,4.0,27.0
6.0,Greg Hardy,Greg Hardy2012,2012,CAR,DE,769.0,19.2,12.6,0.0,9.7,-3.1,36739.0,13.0,12.0,34.0,1.0,35.0,11.0,7.0,38.0
7.0,Michael Bennett,Michael Bennett2012,2012,TB,DE,985.0,18.8,11.3,-0.5,10.6,-2.6,41488.0,9.0,14.0,48.0,2.0,26.0,4.0,2.0,29.0
8.0,Charles Johnson,Charles Johnson2012,2012,CAR,DE,854.0,17.5,28.7,0.0,-6.9,-4.3,41489.0,14.0,11.0,50.0,2.0,25.0,4.0,7.0,29.0
9.0,Carlos Dunlap,Carlos Dunlap2012,2012,CIN,DE,601.0,16.8,7.5,5.0,5.6,-1.3,41365.0,5.0,13.0,32.0,4.0,33.0,3.0,5.0,31.0
10.0,Lamarr Houston,Lamarr Houston2012,2012,OAK,DE,878.0,16.5,0.6,1.0,17.0,-2.1,41395.0,5.0,14.0,35.0,2.0,52.0,6.0,8.0,40.0
11.0,Chris Clemons,Chris Clemons2012,2012,SEA,DE,892.0,14.6,24.5,-1.0,-7.4,-1.5,36647.0,11.0,11.0,37.0,4.0,20.0,7.0,6.0,24.0
12.0,Israel Idonije,Israel Idonije2012,2012,CHI,DE,514.0,14.4,8.7,0.0,7.4,-1.7,36617.0,7.0,3.0,31.0,0.0,16.0,5.0,2.0,19.0
13.0,Michael D. Johnson,Michael D. Johnson2012,2012,CIN,DE,870.0,14.1,-2.1,4.5,10.7,1.0,41334.0,13.0,8.0,34.0,1.0,31.0,9.0,5.0,32.0
14.0,Brian Robison,Brian Robison2012,2012,MIN,DE,883.0,14.0,11.4,0.5,2.3,-0.2,41365.0,9.0,7.0,40.0,6.0,22.0,7.0,3.0,22.0
15.0,William Hayes,William Hayes2012,2012,SL,DE,378.0,12.0,-0.8,0.5,11.6,0.7,36526.0,7.0,6.0,11.0,2.0,26.0,5.0,2.0,26.0
16.0,Chandler Jones,Chandler Jones2012,2012,NE,DE,752.0,10.3,5.1,1.0,3.7,0.5,36586.0,6.0,9.0,28.0,3.0,22.0,10.0,3.0,20.0
17.0,Mario Williams,Mario Williams2012,2012,BUF,DE,952.0,10.0,-1.7,2.5,6.8,2.4,36557.0,11.0,7.0,38.0,3.0,28.0,4.0,4.0,35.0
18.0,Julius Peppers,Julius Peppers2012,2012,CHI,DE,797.0,9.9,8.1,2.0,0.2,-0.4,36617.0,13.0,7.0,37.0,2.0,24.0,2.0,1.0,30.0
19.0,Junior Galette,Junior Galette2012,2012,NO,DE,301.0,8.7,7.9,0.5,-0.2,0.5,36526.0,5.0,6.0,19.0,0.0,13.0,1.0,0.0,13.0
20.0,Juqua Parker,Juqua Parker2012,2012,CLV,DE,548.0,8.3,7.6,0.5,0.7,-0.5,41365.0,6.0,8.0,30.0,0.0,15.0,0.0,4.0,17.0
21.0,Austen Lane,Austen Lane2012,2012,JAX,DE,377.0,7.8,-1.0,-0.5,7.5,1.8,0-0,2.0,6.0,10.0,0.0,24.0,5.0,0.0,19.0
22.0,Trent Cole,Trent Cole2012,2012,PHI,DE,755.0,7.1,4.6,-0.5,0.1,2.9,41306.0,4.0,13.0,29.0,1.0,32.0,4.0,2.0,29.0
23.0,Jason Babin,Jason Babin2012,2012,PHI,DE,446.0,4.9,5.9,1.0,1.9,-3.9,41427.0,6.0,10.0,20.0,0.0,14.0,2.0,1.0,18.0
24.0,Chris Long,Chris Long2012,2012,SL,DE,900.0,4.6,17.7,1.0,-10.0,-4.1,41488.0,12.0,9.0,55.0,1.0,18.0,7.0,2.0,26.0
24.0,Jared Allen,Jared Allen2012,2012,MIN,DE,1081.0,4.6,8.9,1.0,-0.7,-4.6,41519.0,11.0,17.0,47.0,3.0,35.0,5.0,4.0,41.0
