#,Name,NameYear,Year,Team,Position,Snaps,Overall,Pass,Run,Blocking,Penalty,# of Pen,Att.,Yds,Avg.,YCo,YCo / Att.,LG,TD,MT,Fu
34,Danny Ware,Danny Ware2011,2011,NYG,HB,290,2.2,0.8,-1,2.4,0,0-0,46,163,3.5,125,2.7,17,0,5,0
34,Jacob Hester,Jacob Hester2011,2011,SD,HB,46,2.2,0.3,-0.1,2,0,0-0,11,47,4.3,20,1.8,16,0,2,0
34,Michael Turner,Michael Turner2011,2011,ATL,HB,598,2.2,-2.8,3.5,2.4,-0.9,Jan-00,301,1352,4.5,919,3.1,81,11,62,3
37,Steven Jackson,Steven Jackson2011,2011,SL,HB,741,2.1,-1.8,1.8,1,1.1,0-0,260,1145,4.4,663,2.6,47,5,23,1
38,Danny Woodhead,Danny Woodhead2011,2011,NE,HB,377,1.8,-1.4,4,-0.9,0.1,0-0,77,351,4.6,174,2.3,12,1,9,0
39,John Clay,John Clay2011,2011,PIT,HB,20,1.6,-0.1,1.4,0.3,0,0-0,10,41,4.1,28,2.8,10,1,2,0
39,Brandon Jacobs,Brandon Jacobs2011,2011,NYG,HB,301,1.6,0.8,1.1,-0.3,0,0-0,152,572,3.8,389,2.6,28,7,17,3
39,Jackie Battle,Jackie Battle2011,2011,KC,HB,316,1.6,-0.8,-0.3,2.7,0,0-0,149,597,4,395,2.7,34,2,11,0
42,Jacquizz Rodgers,Jacquizz Rodgers2011,2011,ATL,HB,319,1.5,0.1,-0.3,2.7,-1,Jan-00,57,205,3.6,132,2.3,13,1,12,1
43,Kendall Hunter,Kendall Hunter2011,2011,SF,HB,296,1.2,0.8,2.8,-2.4,0,0-0,112,473,4.2,276,2.5,44,2,15,0
43,Stefan Logan,Stefan Logan2011,2011,DET,HB,26,1.2,0.5,0.7,0,0,0-0,9,32,3.6,21,2.3,16,0,1,0
45,Ryan Grant,Ryan Grant2011,2011,GB,HB,354,1.1,1.7,-0.4,0.3,-0.5,Jan-00,134,561,4.2,329,2.5,47,2,13,1
46,Brandon Saine,Brandon Saine2011,2011,GB,HB,73,1,0.4,0.1,0.5,0,0-0,18,69,3.8,49,2.7,10,0,1,0
47,Joe McKnight,Joe McKnight2011,2011,NYJ,HB,114,0.9,2.1,-1.7,0.5,0,0-0,43,134,3.1,89,2.1,11,0,3,0
47,Manase Tonga,Manase Tonga2011,2011,OAK,HB,16,0.9,0,0,0.9,0,0-0,0,0,0,0,0,0,0,0,0
49,Javon Ringer,Javon Ringer2011,2011,TEN,HB,260,0.8,4.4,-3.7,0.1,0,0-0,59,185,3.1,100,1.7,25,1,9,0
49,Charles Clay,Charles Clay2011,2011,MIA,HB,14,0.8,0.8,0,0,0,0-0,0,0,0,0,0,0,0,0,0
49,Taiwan Jones,Taiwan Jones2011,2011,OAK,HB,32,0.8,-0.2,0.8,0.2,0,0-0,16,73,4.6,64,4,14,0,4,0
52,Kevin Smith,Kevin Smith2011,2011,DET,HB,290,0.7,-2.7,2,2.2,-0.8,Jan-00,72,367,5.1,208,2.9,43,4,10,0
53,LeGarrette Blount,LeGarrette Blount2011,2011,TB,HB,401,0.6,-2.3,4.4,-0.1,-1.4,Feb-00,184,796,4.3,534,2.9,54,5,34,3
53,Mark Ingram,Mark Ingram2011,2011,NO,HB,219,0.6,0.2,0.6,0.8,-1,Jan-00,122,474,3.9,251,2.1,35,5,11,1
53,Armando Allen,Armando Allen2011,2011,CHI,HB,22,0.6,-0.1,0.6,0.1,0,0-0,15,48,3.2,34,2.3,13,0,1,0
56,Sammy Morris,Sammy Morris2011,2011,DAL,HB,80,0.5,-0.2,1.1,-0.4,0,0-0,28,98,3.5,87,3.1,15,0,3,0
56,Jamaal Charles,Jamaal Charles2011,2011,KC,HB,34,0.5,0.7,-0.3,0.1,0,0-0,12,83,6.9,35,2.9,24,0,3,1
58,Chauncey Washington,Chauncey Washington2011,2011,DAL,HB,17,0.4,0.3,-0.2,0.3,0,0-0,1,-1,-1,2,2,-1,0,0,0
59,Aaron Brown,Aaron Brown2011,2011,DET,HB,3,0.3,0.5,-0.2,0,0,0-0,1,0,0,1,1,0,0,0,0
60,Cedric Peerman,Cedric Peerman2011,2011,CIN,HB,28,0.2,-0.3,-0.1,0.6,0,0-0,3,15,5,8,2.7,11,0,0,0
61,Phillip Tanner,Phillip Tanner2011,2011,DAL,HB,50,0.1,-0.4,0.3,0.2,0,0-0,22,76,3.5,57,2.6,17,1,4,0
61,Derrick Ward,Derrick Ward2011,2011,HST,HB,66,0.1,-0.3,0.3,0.1,0,0-0,45,154,3.4,96,2.1,15,2,10,0
63,Chad Hall,Chad Hall2011,2011,PHI,HB,2,0,0,0,0,0,0-0,0,0,0,0,0,0,0,0,0
63,Armanti Edwards,Armanti Edwards2011,2011,CAR,HB,7,0,0,0,0,0,0-0,0,0,0,0,0,0,0,0,0
63,Jeremy Horne,Jeremy Horne2011,2011,KC,HB,1,0,0,0,0,0,0-0,0,0,0,0,0,0,0,0,0
63,Adrian Wilson (Off.),Adrian Wilson (Off.)2011,2011,ARZ,HB,5,0,0,0,0,0,0-0,0,0,0,0,0,0,0,0,0
63,Jason Taylor (Off.),Jason Taylor (Off.)2011,2011,MIA,HB,2,0,0,0,0,0,0-0,0,0,0,0,0,0,0,0,0
63,Lance Ball,Lance Ball2011,2011,DEN,HB,385,0,-0.5,1.4,-1,0.1,0-0,96,408,4.3,208,2.2,34,1,12,1
63,Antone Smith,Antone Smith2011,2011,ATL,HB,2,0,0,0,0,0,0-0,0,0,0,0,0,0,0,0,0
63,Alphonso Smith (Off.),Alphonso Smith (Off.)2011,2011,DET,HB,1,0,0,0,0,0,0-0,0,0,0,0,0,0,0,0,0
63,Micheal Spurlock,Micheal Spurlock2011,2011,TB,HB,1,0,0,0,0,0,0-0,0,0,0,0,0,0,0,0,0
63,Ryan D'Imperio,Ryan D'Imperio2011,2011,MIN,HB,18,0,-0.1,0,0.1,0,0-0,0,0,0,0,0,0,0,0,0
63,Kealoha Pilares,Kealoha Pilares2011,2011,CAR,HB,2,0,0,0,0,0,0-0,0,0,0,0,0,0,0,0,0
63,Troy Polamalu (Off.),Troy Polamalu (Off.)2011,2011,PIT,HB,10,0,0,0,0,0,0-0,0,0,0,0,0,0,0,0,0
63,Antonio Cromartie (Off.),Antonio Cromartie (Off.)2011,2011,NYJ,HB,1,0,0,0,0,0,0-0,0,0,0,0,0,0,0,0,0
63,Roman Harper (Off.),Roman Harper (Off.)2011,2011,NO,HB,7,0,0,0,0,0,0-0,0,0,0,0,0,0,0,0,0
63,Chris Harris (Off.),Chris Harris (Off.)2011,2011,DET,HB,2,0,0,0,0,0,0-0,0,0,0,0,0,0,0,0,0
78,Armond Smith,Armond Smith2011,2011,CLV,HB,8,-0.1,0,-0.1,0,0,0-0,3,2,0.7,11,3.7,6,0,0,0
78,Jeremiah Johnson,Jeremiah Johnson2011,2011,DEN,HB,65,-0.1,-0.5,0.8,-0.4,0,1-Jan,14,77,5.5,33,2.4,25,0,2,0
78,Anthony Dixon,Anthony Dixon2011,2011,SF,HB,54,-0.1,0,-0.5,0.4,0,0-0,29,87,3,50,1.7,9,2,1,0
78,Alfonso Smith,Alfonso Smith2011,2011,ARZ,HB,83,-0.1,-0.8,0.3,1.4,-1,Jan-00,30,102,3.4,57,1.9,12,1,3,0
78,Curtis Brinkley,Curtis Brinkley2011,2011,SD,HB,68,-0.1,0.7,-1.2,0.4,0,0-0,30,101,3.4,53,1.8,12,1,0,0
78,Jahvid Best,Jahvid Best2011,2011,DET,HB,306,-0.1,2.5,0,-3,0.4,0-0,84,390,4.6,200,2.4,88,2,10,0
78,Alex Green,Alex Green2011,2011,GB,HB,7,-0.1,0.5,-0.6,0,0,0-0,3,11,3.7,2,0.7,8,0,0,0
85,Jason Snelling,Jason Snelling2011,2011,ATL,HB,327,-0.2,-0.6,-2.1,2.5,0,0-0,44,151,3.4,95,2.2,18,0,7,0
85,Montell Owens,Montell Owens2011,2011,JAX,HB,29,-0.2,-0.7,1,-0.5,0,0-0,10,39,3.9,19,1.9,9,0,2,0
85,DuJuan Harris,DuJuan Harris2011,2011,JAX,HB,49,-0.2,-0.5,-0.2,0.5,0,0-0,9,42,4.7,23,2.6,24,0,1,0
85,DeAngelo Williams,DeAngelo Williams2011,2011,CAR,HB,456,-0.2,-1.3,4.1,-2,-1,Jan-00,155,850,5.5,455,2.9,74,7,19,0
85,Kevin Faulk,Kevin Faulk2011,2011,NE,HB,90,-0.2,-0.4,-0.2,0.9,-0.5,1-Jan,17,57,3.4,26,1.5,9,0,0,0
85,Larry Johnson,Larry Johnson2011,2011,MIA,HB,2,-0.2,0,-0.2,0,0,0-0,1,2,2,3,3,2,0,0,0
91,Jerome Harrison,Jerome Harrison2011,2011,DET,HB,37,-0.3,-0.3,-0.2,0.2,0,0-0,14,41,2.9,20,1.4,9,0,2,0
91,Josh Vaughan,Josh Vaughan2011,2011,CAR,HB,11,-0.3,0,-0.3,0,0,0-0,7,24,3.4,16,2.3,9,0,5,0
91,Shane Vereen,Shane Vereen2011,2011,NE,HB,26,-0.3,0,-0.5,0.2,0,0-0,15,57,3.8,65,4.3,19,1,3,0
94,Steve Slaton,Steve Slaton2011,2011,MIA,HB,37,-0.4,-0.3,-0.4,0.3,0,0-0,17,64,3.8,30,1.8,28,1,6,0
94,Jonathan Dwyer,Jonathan Dwyer2011,2011,PIT,HB,28,-0.4,0,-0.6,0.2,0,0-0,16,123,7.7,32,2,76,0,3,0
94,Kahlil Bell,Kahlil Bell2011,2011,CHI,HB,241,-0.4,0.7,-2,0.8,0.1,0-0,79,349,4.4,203,2.6,26,1,11,2
97,Chris Gronkowski,Chris Gronkowski2011,2011,IND,HB,4,-0.5,0,0,-0.5,0,0-0,0,0,0,0,0,0,0,0,0
98,LaDainian Tomlinson,LaDainian Tomlinson2011,2011,NYJ,HB,423,-0.6,-1.7,-0.7,1.7,0.1,0-0,75,280,3.7,145,1.9,20,1,6,0
98,Stevan Ridley,Stevan Ridley2011,2011,NE,HB,192,-0.6,-1.3,-0.1,0.8,0,0-0,87,441,5.1,265,3,33,1,11,1
98,Anthony Allen,Anthony Allen2011,2011,BLT,HB,7,-0.6,0,-0.6,0,0,0-0,3,8,2.7,5,1.7,3,0,0,0
98,Chris Ogbonnaya,Chris Ogbonnaya2011,2011,HST,HB,6,-0.6,0,-0.6,0,0,0-0,3,6,2,5,1.7,4,0,0,0
102,Tashard Choice,Tashard Choice2011,2011,WAS,HB,10,-0.7,-0.1,-0.6,0,0,0-0,6,7,1.2,9,1.5,9,0,0,0
103,Allen Bradford,Allen Bradford2011,2011,TB,HB,6,-0.9,0,-0.9,0,0,0-0,5,13,2.6,6,1.2,4,0,0,0
103,Patrick Peterson (Off.),Patrick Peterson (Off.)2011,2011,ARZ,HB,3,-0.9,0,0,-0.9,0,0-0,0,0,0,0,0,0,0,0,0
105,Donald Brown,Donald Brown2011,2011,IND,HB,399,-1,-3.1,0.8,2.3,-1,Jan-00,134,645,4.8,415,3.1,80,5,16,0
105,Da'Rel Scott,Da'Rel Scott2011,2011,NYG,HB,17,-1,-0.1,-1,0.1,0,0-0,5,16,3.2,7,1.4,8,0,1,1
105,Marshawn Lynch,Marshawn Lynch2011,2011,SEA,HB,572,-1,-1.5,4.8,-2.9,-1.4,Feb-00,285,1204,4.2,722,2.5,47,12,52,3
108,Rock Cartwright,Rock Cartwright2011,2011,OAK,HB,20,-1.1,-0.2,-0.6,-0.3,0,0-0,3,10,3.3,6,2,5,0,0,0
108,Mike Goodson,Mike Goodson2011,2011,CAR,HB,4,-1.1,-1.1,0,0,0,0-0,0,0,0,0,0,0,0,0,0
108,Mossis Madu,Mossis Madu2011,2011,TB,HB,61,-1.1,-0.7,0.1,-0.5,0,0-0,15,55,3.7,26,1.7,15,0,1,0
111,Peyton Hillis,Peyton Hillis2011,2011,CLV,HB,472,-1.2,-2,2.4,-2.1,0.5,0-0,161,587,3.6,384,2.4,24,3,12,1
111,Lex Hilliard,Lex Hilliard2011,2011,MIA,HB,38,-1.2,0.4,-0.1,-1.5,0,0-0,6,20,3.3,9,1.5,4,1,1,0
113,Maurice Morris,Maurice Morris2011,2011,DET,HB,330,-1.4,0.7,-3.5,1.4,0,Jan-00,80,316,4,183,2.3,31,1,2,1
113,Steve Slaton,Steve Slaton2011,2011,HST,HB,20,-1.4,-0.1,-0.4,-0.9,0,0-0,7,20,2.9,17,2.4,13,0,1,0
115,Chester Taylor,Chester Taylor2011,2011,ARZ,HB,200,-1.5,-2.2,-0.4,1.1,0,0-0,20,77,3.9,64,3.2,34,1,1,0
116,Thomas Clayton,Thomas Clayton2011,2011,CLV,HB,20,-1.8,-0.2,-1,-0.6,0,0-0,8,12,1.5,8,1,4,0,2,0
117,Johnny White,Johnny White2011,2011,BUF,HB,29,-2.1,-0.7,-1.5,0.1,0,0-0,12,38,3.2,22,1.8,13,0,0,0
118,Knowshon Moreno,Knowshon Moreno2011,2011,DEN,HB,177,-2.3,0.4,-0.8,-1.9,0,0-0,37,179,4.8,100,2.7,24,0,7,1
118,Cedric Benson,Cedric Benson2011,2011,CIN,HB,591,-2.3,-5,0.5,2.1,0.1,0-0,273,1076,3.9,563,2.1,42,6,21,5
120,Roy Helu,Roy Helu2011,2011,WAS,HB,554,-2.4,-2.1,-3.1,3.3,-0.5,Jan-00,151,640,4.2,369,2.4,28,2,12,1
120,Justin Forsett,Justin Forsett2011,2011,SEA,HB,293,-2.4,0.6,-2.2,-0.8,0,0-0,46,145,3.2,77,1.7,22,1,6,0
122,Dion Lewis,Dion Lewis2011,2011,PHI,HB,42,-2.5,-0.1,-0.5,-1.9,0,0-0,23,102,4.4,80,3.5,20,1,5,0
123,Jamie Harper,Jamie Harper2011,2011,TEN,HB,59,-2.8,0.6,-2.9,-0.5,0,0-0,17,46,2.7,21,1.2,12,1,1,1
124,Joseph Addai,Joseph Addai2011,2011,IND,HB,367,-2.9,-1.9,-1.8,0.6,0.2,0-0,118,433,3.7,257,2.2,16,1,10,1
125,Cadillac Williams,Cadillac Williams2011,2011,SL,HB,290,-3,-2.4,-0.4,-0.4,0.2,0-0,87,361,4.1,230,2.6,23,1,7,0
126,Bilal Powell,Bilal Powell2011,2011,NYJ,HB,27,-3.1,-0.1,-3.4,0.4,0,0-0,13,21,1.6,15,1.2,6,0,0,1
127,Marion Barber III,Marion Barber III2011,2011,CHI,HB,191,-3.2,0.5,-2.5,-0.2,-1,Jan-00,114,422,3.7,321,2.8,29,6,16,1
128,Tashard Choice,Tashard Choice2011,2011,BUF,HB,98,-3.5,-3,-1,0.5,0,0-0,23,70,3,52,2.3,12,1,3,1
129,Ricky Williams,Ricky Williams2011,2011,BLT,HB,242,-4,-0.2,-2.5,-1.3,0,0-0,108,444,4.1,276,2.6,28,2,8,2
129,Leon Washington,Leon Washington2011,2011,SEA,HB,158,-4,-2.2,-2.3,1.5,-1,Feb-00,53,248,4.7,168,3.2,48,1,9,0
131,Ryan Torain,Ryan Torain2011,2011,WAS,HB,151,-4.5,-3.1,-2.4,1,0,0-0,60,200,3.3,158,2.6,39,1,9,1
131,Shonn Greene,Shonn Greene2011,2011,NYJ,HB,577,-4.5,-4,-1.7,1.1,0.1,0-0,253,1054,4.2,570,2.3,31,6,22,1
133,Deji Karim,Deji Karim2011,2011,JAX,HB,173,-4.6,-1,-3.6,0,0,0-0,63,130,2.1,89,1.4,14,0,4,0
134,Bernard Scott,Bernard Scott2011,2011,CIN,HB,225,-5,-4.3,1.3,-2,0,0-0,112,388,3.5,264,2.4,25,3,13,0
135,Frank Gore,Frank Gore2011,2011,SF,HB,717,-5.1,-6.9,2.4,0.7,-1.3,Feb-00,282,1211,4.3,716,2.5,55,8,25,2
136,Lorenzo Booker,Lorenzo Booker2011,2011,MIN,HB,83,-5.3,-1,-4.1,-0.2,0,0-0,13,52,4,29,2.2,25,0,0,2
137,Tashard Choice,Tashard Choice2011,2011,DAL,HB,126,-5.4,-0.7,-3.9,-0.8,0,0-0,28,75,2.7,54,1.9,14,0,1,2
138,Keiland Williams,Keiland Williams2011,2011,DET,HB,125,-5.9,-0.2,-4.2,-1.5,0,0-0,58,195,3.4,126,2.2,18,2,6,2
139,Ronnie Brown,Ronnie Brown2011,2011,PHI,HB,148,-6,-1.9,-2.8,-0.3,-1,Jan-00,42,136,3.2,82,2,15,1,1,1
140,Chris Ogbonnaya,Chris Ogbonnaya2011,2011,CLV,HB,331,-6.8,-0.3,-4.7,-2.1,0.3,0-0,73,334,4.6,180,2.5,40,1,6,2
141,Daniel Thomas,Daniel Thomas2011,2011,MIA,HB,373,-7.2,0.2,-10.9,3.5,0,0-0,165,581,3.5,320,1.9,28,0,11,2
141,Delone Carter,Delone Carter2011,2011,IND,HB,245,-7.2,-1.5,-4.4,-1.4,0.1,0-0,101,377,3.7,272,2.7,42,2,12,3
143,Jerious Norwood,Jerious Norwood2011,2011,SL,HB,54,-7.8,-0.8,-4.1,-1.4,-1.5,1-Feb,24,61,2.5,36,1.5,10,0,0,0
144,Thomas Jones,Thomas Jones2011,2011,KC,HB,304,-8.4,-0.9,-8.5,2,-1,Jan-00,153,485,3.2,218,1.4,26,0,4,0
145,Reggie Bush,Reggie Bush2011,2011,MIA,HB,613,-8.5,0.6,-1,-7.6,-0.5,Jan-00,216,1096,5.1,546,2.5,76,6,25,4
146,Beanie Wells,Beanie Wells2011,2011,ARZ,HB,583,-9.4,-5.8,-1.1,-1.9,-0.6,Jan-00,245,1049,4.3,648,2.6,71,10,24,4
147,Chris D. Johnson,Chris D. Johnson2011,2011,TEN,HB,731,-9.9,-4.8,-4.8,0.2,-0.5,Feb-00,262,1053,4,553,2.1,48,4,29,3
147,Montario Hardesty,Montario Hardesty2011,2011,CLV,HB,274,-9.9,-2.9,-4.5,-2.8,0.3,0-0,88,266,3,192,2.2,19,0,9,1
149,Kregg Lumpkin,Kregg Lumpkin2011,2011,TB,HB,377,-10.3,-0.5,-1.2,-7.7,-0.9,1-Jan,31,105,3.4,52,1.7,19,0,5,0
1,Jamaal Charles,Jamaal Charles2010,2010,KC,HB,598,19.6,0.2,17.9,3.3,-1.8,Feb-00,231,1466,6.3,714,3.1,80,5,25,2
2,Peyton Hillis,Peyton Hillis2010,2010,CLV,HB,776,13.8,8.7,3.4,2.6,-0.9,Feb-00,270,1181,4.4,787,2.9,48,11,31,8
3,Arian Foster,Arian Foster2010,2010,HST,HB,855,11.9,10.6,3.2,-2,0.1,Jan-00,327,1616,4.9,846,2.6,74,16,31,3
4,Ahmad Bradshaw,Ahmad Bradshaw2010,2010,NYG,HB,740,11.1,-0.1,2.6,10.1,-1.5,Feb-00,276,1239,4.5,829,3,48,8,42,7
5,Danny Woodhead,Danny Woodhead2010,2010,NE,HB,404,10.5,4.8,8,-2.4,0.1,0-0,97,547,5.6,293,3,36,5,10,1
6,Adrian L. Peterson,Adrian L. Peterson2010,2010,MIN,HB,686,9.9,-0.9,17.3,-7.1,0.6,0-0,283,1298,4.6,877,3.1,80,12,46,1
7,Matt Forte,Matt Forte2010,2010,CHI,HB,706,9.6,6.4,0.3,3.6,-0.7,Jan-00,237,1072,4.5,617,2.6,68,6,22,0
8,Maurice Jones-Drew,Maurice Jones-Drew2010,2010,JAX,HB,693,8.4,2.8,3.9,1.1,0.6,0-0,301,1311,4.4,858,2.9,37,5,29,3
9,Chris Ivory,Chris Ivory2010,2010,NO,HB,196,6.9,-0.1,6.1,0.9,0,0-0,137,718,5.2,455,3.3,55,5,31,4
10,LeSean McCoy,LeSean McCoy2010,2010,PHI,HB,834,6.2,5.1,0.8,-0.9,1.2,0-0,207,1080,5.2,617,3,62,7,19,1
11,Clinton Portis,Clinton Portis2010,2010,WAS,HB,156,5.1,0.9,1.2,2.9,0.1,0-0,54,227,4.2,139,2.6,27,2,4,0
12,Darren Sproles,Darren Sproles2010,2010,SD,HB,424,5,4.9,-0.6,0.7,0,0-0,50,270,5.4,156,3.1,34,0,7,1
12,Darren McFadden,Darren McFadden2010,2010,OAK,HB,666,5,5.7,-2.2,1,0.5,0-0,222,1157,5.2,766,3.5,57,7,30,2
14,Justin Forsett,Justin Forsett2010,2010,SEA,HB,493,4.8,1,0.1,3.5,0.2,0-0,118,523,4.4,321,2.7,32,2,18,0
15,LeGarrette Blount,LeGarrette Blount2010,2010,TB,HB,354,4.7,-3.2,9.4,-1.5,0,0-0,201,1007,5,739,3.7,53,6,50,3
16,Brandon Jackson,Brandon Jackson2010,2010,GB,HB,575,4.2,5.9,-5,3.3,0,0-0,190,703,3.7,510,2.7,71,3,26,1
17,Pierre Thomas,Pierre Thomas2010,2010,NO,HB,221,3.7,4.8,-0.1,-1,0,0-0,83,269,3.2,201,2.4,16,2,12,0
18,Mewelde Moore,Mewelde Moore2010,2010,PIT,HB,253,3.1,1.8,-0.5,1.8,0,0-0,33,99,3,96,2.9,18,0,4,0
19,Felix Jones,Felix Jones2010,2010,DAL,HB,570,2.9,4.4,-2.9,2.3,-0.9,Jan-00,185,800,4.3,501,2.7,34,1,24,1
20,Michael Bush,Michael Bush2010,2010,OAK,HB,440,2.8,3,-2,1.5,0.3,0-0,158,655,4.1,370,2.3,30,8,15,0
21,Kevin Smith,Kevin Smith2010,2010,DET,HB,159,2.6,3,-0.5,1.1,-1,Jan-00,34,133,3.9,65,1.9,15,0,0,0
22,Patrick Cobbs,Patrick Cobbs2010,2010,MIA,HB,69,1.8,1.9,-0.6,0.5,0,0-0,3,-1,-0.3,5,1.7,4,0,0,0
23,Isaac Redman,Isaac Redman2010,2010,PIT,HB,102,1.7,0.3,0.2,1.2,0,0-0,28,143,5.1,107,3.8,23,0,1,1
23,Joseph Addai,Joseph Addai2010,2010,IND,HB,362,1.7,-2.9,3.6,0.8,0.2,1-Jan,116,495,4.3,297,2.6,46,4,16,2
25,Mike Hart,Mike Hart2010,2010,IND,HB,149,1.5,-0.9,1.8,0.6,0,0-0,43,185,4.3,110,2.6,35,1,1,0
25,Leon Washington,Leon Washington2010,2010,SEA,HB,116,1.5,0.6,-1,1.9,0,0-0,27,100,3.7,67,2.5,21,1,1,0
27,Brian Leonard,Brian Leonard2010,2010,CIN,HB,222,1.4,-0.1,0.1,2.4,-1,Jan-00,8,19,2.4,9,1.1,6,0,0,0
27,LaRod Stephens-Howling,LaRod Stephens-Howling2010,2010,ARZ,HB,116,1.4,-0.2,1.8,-0.2,0,0-0,23,113,4.9,40,1.7,30,1,2,0
29,Jason Wright,Jason Wright2010,2010,ARZ,HB,100,1.3,-1.6,0.3,2.6,0,0-0,6,28,4.7,16,2.7,10,0,0,0
30,Brian Westbrook,Brian Westbrook2010,2010,SF,HB,282,1.1,-0.7,2.5,-0.8,0.1,0-0,76,340,4.5,191,2.5,30,4,6,0
30,James Starks,James Starks2010,2010,GB,HB,59,1.1,0.3,0,0.8,0,0-0,29,101,3.5,77,2.7,16,0,3,0
32,Cedric Peerman,Cedric Peerman2010,2010,CIN,HB,36,0.7,0.2,-0.4,0.9,0,0-0,2,1,0.5,5,2.5,1,0,1,0
32,Derrick Ward,Derrick Ward2010,2010,HST,HB,125,0.7,-1.9,4.4,-1.8,0,0-0,50,315,6.3,198,4,38,4,8,0
34,C.J. Spiller,C.J. Spiller2010,2010,BUF,HB,244,0.6,2.3,-0.4,-1.3,0,0-0,74,283,3.8,196,2.6,20,0,9,2
35,Kregg Lumpkin,Kregg Lumpkin2010,2010,TB,HB,2,0.5,0.5,0,0,0,0-0,0,0,0,0,0,0,0,0,0
36,Steve Slaton,Steve Slaton2010,2010,HST,HB,57,0.3,0,-0.1,0.4,0,0-0,19,93,4.9,38,2,23,0,1,0
36,Kevin Faulk,Kevin Faulk2010,2010,NE,HB,52,0.3,-0.6,0,0.9,0,0-0,8,45,5.6,15,1.9,11,0,0,0
38,Brock Bolen,Brock Bolen2010,2010,JAX,HB,3,0.1,0,0,0.1,0,0-0,0,0,0,0,0,0,0,0,0
39,John Matthews,John Matthews2010,2010,JAX,HB,3,0,0,0,0,0,0-0,0,0,0,0,0,0,0,0,0
39,Terrance Copper,Terrance Copper2010,2010,KC,HB,1,0,0,0,0,0,0-0,0,0,0,0,0,0,0,0,0
39,Stefan Logan,Stefan Logan2010,2010,DET,HB,1,0,0,0,0,0,0-0,0,0,0,0,0,0,0,0,0
39,Montell Owens,Montell Owens2010,2010,JAX,HB,1,0,0,0,0,0,0-0,0,0,0,0,0,0,0,0,0
39,Marcus A. Smith,Marcus A. Smith2010,2010,BLT,HB,1,0,0,0,0,0,0-0,0,0,0,0,0,0,0,0,0
39,Matt Slater,Matt Slater2010,2010,NE,HB,1,0,0,0,0,0,0-0,0,0,0,0,0,0,0,0,0
45,Thomas Clayton,Thomas Clayton2010,2010,NE,HB,10,-0.1,0,-0.1,0,0,0-0,6,17,2.8,11,1.8,5,0,0,0
45,Ramses Barden,Ramses Barden2010,2010,NYG,HB,6,-0.1,-0.1,0,0,0,0-0,0,0,0,0,0,0,0,0,0
45,Rashad Jennings,Rashad Jennings2010,2010,JAX,HB,323,-0.1,0.4,-0.2,-0.5,0.2,0-0,84,459,5.5,298,3.5,74,4,7,0
45,Bernard Scott,Bernard Scott2010,2010,CIN,HB,182,-0.1,-1.5,2.7,-0.3,-1,Jan-00,61,299,4.9,175,2.9,18,1,6,0
49,Curtis Brinkley,Curtis Brinkley2010,2010,SD,HB,4,-0.2,0,-0.2,0,0,0-0,1,2,2,2,2,2,0,0,0
49,Brandon Banks,Brandon Banks2010,2010,WAS,HB,2,-0.2,0,-0.2,0,0,0-0,0,0,0,0,0,0,0,0,0
49,Thomas Clayton,Thomas Clayton2010,2010,CLV,HB,1,-0.2,0,-0.2,0,0,0-0,1,0,0,0,0,0,0,0,0
49,Leonard Weaver,Leonard Weaver2010,2010,PHI,HB,7,-0.2,0,-0.2,0,0,0-0,1,0,0,0,0,0,0,0,0
53,Quinton Ganther,Quinton Ganther2010,2010,BUF,HB,34,-0.3,-0.2,-0.9,0.8,0,0-0,9,18,2,18,2,11,0,0,0
53,John Kuhn,John Kuhn2010,2010,GB,HB,227,-0.3,-1.3,-2.4,3.4,0,0-0,70,229,3.3,149,2.1,18,0,5,1
55,Lorenzo Booker,Lorenzo Booker2010,2010,MIN,HB,47,-0.4,0.3,0,0.3,-1,Jan-00,0,0,0,0,0,0,0,0,0
55,James Davis,James Davis2010,2010,CLV,HB,7,-0.4,-0.1,-0.3,0,0,0-0,4,9,2.3,10,2.5,4,0,1,0
55,Lex Hilliard,Lex Hilliard2010,2010,MIA,HB,7,-0.4,0,0,-0.4,0,0-0,0,0,0,0,0,0,0,0,0
55,Tyrell Sutton,Tyrell Sutton2010,2010,CAR,HB,66,-0.4,0.3,-1,0.3,0,0-0,13,71,5.5,53,4.1,32,0,2,0
55,Andre Brown,Andre Brown2010,2010,DEN,HB,2,-0.4,0,-0.4,0,0,0-0,2,-1,-0.5,1,0.5,0,0,0,0
60,Frank Gore,Frank Gore2010,2010,SF,HB,618,-0.5,-0.3,-0.4,-0.2,0.4,Jan-00,203,853,4.2,509,2.5,64,3,13,2
60,Michael A. Bennett,Michael A. Bennett2010,2010,OAK,HB,8,-0.5,-0.1,-0.4,0,0,0-0,2,11,5.5,7,3.5,6,0,0,0
62,Josh Vaughan,Josh Vaughan2010,2010,CAR,HB,13,-0.6,-0.1,0.4,-0.9,0,0-0,3,7,2.3,4,1.3,6,1,0,0
63,Marshawn Lynch,Marshawn Lynch2010,2010,BUF,HB,73,-0.7,-0.3,-0.2,-0.2,0,0-0,37,164,4.4,104,2.8,17,0,8,1
63,Kareem Huggins,Kareem Huggins2010,2010,TB,HB,21,-0.7,0.4,-0.3,-0.8,0,0-0,4,11,2.8,7,1.8,7,0,0,0
